ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
MOTV3;15,46;2,66;6,84;4,32;66,4;0,155;95,6;1,7;2,74;14,5;14,8;9.2;1,75;-;22.0%;50;OBSERVAR;15;EVITAR;['Volume alto (1.7x)'];alta;False;19580000
RANI3;7,56;-2,07;-3,45;-9,84;37,7;-0,023;16,2;1,94;2,34;0,6;28,4;13.3;1,21;-;9.2%;50;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volume alto (1.9x)'];alta;False;1121800
HYPE3;21,7;1,59;1,31;0,84;55,1;0,025;72,3;0,89;2,92;10,5;23,5;8.2;1,06;-;13.2%;45;OBSERVAR;0;EVITAR;[];alta;False;2736500
TIMS3;18,61;1,69;0,16;-3,48;41,5;0,152;59,4;1,52;2,73;4,3;52,3;10.3;1,82;-;17.3%;40;OBSERVAR;15;EVITAR;['Volume alto (1.5x)'];alta;False;13486100
RCSL4;0,39;-4,88;-48,0;-48,0;34,6;-0,028;7,7;0,64;18,31;52,9;610,9;6.5;-2,19;-;-;40;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (35)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 18.3%)'];alta;False;4538600
SEER3;12,13;3,04;6,72;2,7;61,7;0,141;89,0;1,92;4,37;55,7;12,7;5.9;1,05;-;19.1%;40;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 4.4%)', 'Volume alto (1.9x)'];alta;False;2753100
TEND3;33,1;1,07;6,71;6,44;54,3;0,113;68,5;0,68;4,74;61,2;12,5;7.0;2,64;-;40.6%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 4.7%)'];alta;False;1941800
INTB3;14,93;1,7;7,88;3,79;59,9;0,038;79,6;1,06;3,4;50,7;4,9;8.2;1,48;-;18.6%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;1236400
BMOB3;25,47;2,83;10,07;9,54;67,8;0,288;115,0;2,38;3,08;43,1;10,6;13.5;2,25;-;16.4%;40;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Volume alto (2.4x)'];alta;False;1044200
TFCO4;12,78;-0,93;1,03;-14,86;34,8;-0,019;28,3;1,35;3,45;1,8;42,2;13.6;3,16;-;25.7%;40;OBSERVAR;55;OBSERVAR;['RSI sobrevendido (35)', 'Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;830600
TGMA3;34,11;-1,87;-1,7;15,02;59,1;-0,041;56,2;1,56;2,82;30,9;15,9;8.9;2,26;-;25.6%;40;OBSERVAR;25;NEUTRO;['Volume alto (1.6x)', 'Small Cap (potencial alto)'];baixa;True;552000
LREN3;10,9;1,87;2,35;-21,3;36,7;0,03;34,8;0,73;4,17;4,0;51,5;7.3;1,01;-;14.5%;35;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 4.2%)'];alta;False;16084800
MOVI3;7,3;4,58;3,84;-3,83;48,0;0,105;60,0;1,53;5,12;13,4;105,1;6.0;0,75;-;13.2%;35;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 5.1%)', 'Volume alto (1.5x)'];alta;False;8008000
PRIO3;62,68;3,53;1,72;7,15;60,1;0,025;87,6;1,05;2,9;83,4;16,4;13.1;1,77;-;14.2%;35;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;7090100
EMBJ3;93,49;-1,82;-4,8;4,34;49,6;-0,908;28,4;1,06;3,03;37,8;12,4;29.1;3,72;-;12.2%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;5865500
AUAU3;3,44;2,69;6,5;-5,75;57,7;0,009;64,9;1,29;3,85;23,1;17,3;-;0,95;-;9.1%;35;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.9%)'];alta;False;5716600
RECV3;10,89;2,45;3,62;8,88;62,5;0,046;97,7;1,61;3,08;22,6;26,6;6.4;0,72;-;11.3%;35;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Volume alto (1.6x)'];alta;False;2959900
AZEV3;5,45;32,6;-46,31;14,98;48,8;-0,11;44,6;1,35;36,88;343,1;175,2;-;1,46;-;-111.2%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 36.9%)'];alta;False;2432300
PNVL3;11,99;0,42;4,26;0,5;57,7;0,052;65,3;1,39;3,55;36,9;35,9;13.2;1,32;-;10.8%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.6%)', 'Small Cap (potencial alto)'];baixa;True;928700
SYNE3;3,69;0,54;2,79;-9,56;45,1;0,011;43,3;1,59;3,62;11,1;41,3;10.2;0,81;-;4.4%;35;NEUTRO;40;OBSERVAR;['Volatilidade alta (ATR 3.6%)', 'Volume alto (1.6x)', 'Small Cap (potencial alto)'];baixa;True;524000
MYPK3;9,12;0,44;-0,76;-6,08;47,8;0,001;46,4;0,65;2,54;6,2;52,5;15.0;0,33;-;4.9%;35;NEUTRO;30;NEUTRO;['MACD cruzou para positivo', 'Small Cap (potencial alto)'];baixa;True;505700
SBSP3;25,28;0,16;5,95;-8,31;45,1;0,232;51,1;0,68;3,03;11,3;39,7;10.6;1,97;-;18.8%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;16463300
BEEF3;3,82;-1,55;-2,8;4,95;55,5;0,047;67,1;0,86;4,76;28,6;91,5;9.8;2,4;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.8%)'];alta;False;14703400
GRND3;3,48;0,58;-0,85;-4,73;44,1;0,011;51,7;2,96;2,47;4,2;40,3;5.4;1,0;-;17.9%;30;NEUTRO;15;EVITAR;['Volume alto (3.0x)'];alta;False;12570800
UGPA3;34,82;3,54;3,26;8,32;70,7;0,099;94,5;1,1;2,82;93,9;0,1;10.3;2,26;-;19.8%;30;NEUTRO;-20;EVITAR;[];alta;False;12059400
BBSE3;40,4;0,95;6,04;2,65;67,4;0,307;93,8;1,43;1,89;44,0;1,1;8.5;7,2;-;85.9%;30;NEUTRO;0;EVITAR;[];alta;False;9948100
DIRR3;11,12;2,3;4,51;-5,36;48,6;0,116;59,0;0,92;4,06;9,2;55,2;6.8;2,48;-;41.9%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;8278400
RADL3;19,6;1,24;6,99;3,98;59,5;0,147;70,3;0,71;3,56;22,2;38,4;23.1;4,7;-;20.0%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;8008600
CYRE3;24,29;5,52;1,46;12,98;62,8;0,255;89,3;0,97;4,1;22,9;48,3;5.2;0,95;-;20.6%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;7995500
SUZB3;45,3;-1,5;-2,2;5,1;60,7;0,335;73,4;0,79;2,56;15,6;31,7;6.9;1,28;-;17.6%;30;NEUTRO;0;EVITAR;[];alta;False;6039300
PASS3;23,0;1,55;6,58;-8,37;51,1;0,231;66,2;2,96;3,78;12,5;23,3;14.3;2,72;-;17.4%;30;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 3.8%)', 'Volume alto (3.0x)'];alta;False;5158400
AXIA7;53,14;0,93;2,02;0,76;58,4;0,261;77,5;2,36;2,85;12,6;22,8;-;1,25;-;10.0%;30;NEUTRO;15;EVITAR;['Volume alto (2.4x)'];alta;False;5144600
PSSA3;49,08;0,43;3,13;-9,11;46,7;0,274;53,2;1,28;2,45;14,4;13,2;8.6;1,95;-;24.2%;30;NEUTRO;0;EVITAR;[];alta;False;2297600
POSI3;3,3;-1,79;-3,51;-5,98;38,3;0,011;19,0;2,21;4,01;3,8;45,5;36.7;0,29;-;0.8%;30;NEUTRO;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.0%)', 'Volume alto (2.2x)'];alta;False;1803600
CSED3;4,93;-0,2;13,07;8,59;70,6;0,074;96,5;0,79;4,03;45,4;42,7;5.8;1,07;-;19.3%;30;NEUTRO;5;EVITAR;['Volatilidade alta (ATR 4.0%)', 'Small Cap (potencial alto)'];baixa;True;282100
