ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
VALE3;74,2;-0,54;-6,19;3,7;41,2;-0,593;14,5;1,68;2,71;42,0;20,1;28.9;1,61;-;4.1%;60;FORTE OPORTUNIDADE;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volume alto (1.7x)'];alta;False;35395700;False
OBTC3;6,44;-6,26;-14,02;-3,88;44,3;-0,051;13,7;1,46;7,61;12,8;76,7;-;1,81;-;-;60;FORTE OPORTUNIDADE;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 7.6%)'];alta;False;2714300;False
VIVA3;22,87;1,92;2,19;11,07;56,0;0,003;68,2;0,51;3,38;14,1;56,9;9.2;1,77;-;19.7%;60;FORTE OPORTUNIDADE;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.4%)'];alta;False;1124300;False
OPCT3;10,56;-6,05;-4,86;11,86;47,4;0,032;47,8;2,0;4,31;46,0;10,9;12.6;2,04;-;17.2%;50;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Volume alto (2.0x)'];alta;False;1830600;False
KEPL3;6,41;-1,08;-5,32;12,65;48,4;-0,009;46,0;0,73;2,54;15,1;63,8;8.0;1,39;-;18.3%;50;OBSERVAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;852000;False
JALL3;2,32;-2,52;-8,3;9,43;45,1;-0,044;11,8;0,62;5,53;23,4;63,6;-;0,36;-;-2.6%;50;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.5%)', 'Small Cap (potencial alto)'];baixa;True;776200;False
DIRR3;10,32;0,49;-5,58;0,19;37,6;-0,058;18,0;0,79;4,22;2,9;67,2;6.3;2,31;-;41.9%;45;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.2%)'];alta;False;7662900;False
SHUL4;4,36;0,23;-2,24;-0,23;41,6;-0,012;16,5;0,48;2,13;10,1;27,6;6.0;0,99;-;16.9%;45;OBSERVAR;30;NEUTRO;['Preço tocando banda inferior Bollinger', 'Small Cap (potencial alto)'];baixa;True;239300;False
CMIN3;6,09;-1,77;-12,5;5,36;48,5;-0,051;40,0;1,39;5,12;49,3;16,1;19.0;4,48;-;28.1%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 5.1%)'];alta;False;10600700;False
CURY3;31,7;1,44;-1,77;2,09;49,3;-0,185;43,0;0,39;3,98;20,0;27,0;8.7;5,9;-;68.5%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 4.0%)'];alta;False;1208400;False
ALUP11;33,15;-0,78;-0,72;6,42;53,2;0,026;57,8;0,69;2,03;13,2;10,5;7.9;1,13;-;15.8%;40;OBSERVAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;651300;False
TGMA3;36,49;1,87;7,13;7,48;73,1;0,053;115,2;1,37;2,48;40,0;8,3;9.5;2,42;-;25.6%;40;OBSERVAR;10;EVITAR;['MACD cruzou para positivo', 'Small Cap (potencial alto)'];baixa;True;410600;False
ALPA4;13,19;1,54;-0,45;7,85;50,0;-0,13;39,1;0,14;4,09;68,4;23,0;13.3;2,48;-;18.1%;40;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 4.1%)', 'Small Cap (potencial alto)'];baixa;True;346300;False
VAMO3;3,42;3,32;1,48;25,27;59,6;0,02;74,3;0,38;5,32;39,0;44,4;12.2;1,4;-;10.7%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 5.3%)'];alta;False;7302300;False
RCSL3;0,58;31,82;38,1;41,46;76,3;0,015;147,4;5,46;7,94;65,7;101,7;9.7;-5,37;-;-;35;NEUTRO;-40;EVITAR;['Volatilidade alta (ATR 7.9%)', 'Volume alto (5.5x)', '⚠️ Movimento extremo já realizado — risco de perseguir preço'];alta;False;2049700;False
SAUD3;14,5;0,42;-0,68;4,92;49,8;0,045;55,3;0,27;3,34;40,3;13,7;12.8;2,27;-;10.5%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;1730800;False
BRAP4;21,31;-0,79;-5,58;5,23;43,1;-0,108;29,0;0,54;2,75;43,2;20,3;15.2;1,04;-;7.0%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;982300;False
TEND3;31,42;0,87;-4,9;-2,66;44,1;-0,293;24,9;0,33;4,78;53,0;18,5;6.7;2,5;-;40.6%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.8%)', 'Small Cap (potencial alto)'];baixa;True;958200;False
ARML3;3,97;5,59;1,53;26,03;62,1;0,004;79,8;0,62;5,51;50,7;58,7;23.4;1,0;-;6.3%;35;NEUTRO;45;OBSERVAR;['MACD cruzou para positivo', 'Volatilidade alta (ATR 5.5%)', 'Small Cap (potencial alto)'];baixa;True;586100;False
MATD3;5,03;-1,95;1,0;1,62;52,4;-0,001;57,1;1,77;3,16;25,8;22,7;12.0;1,12;-;9.5%;35;NEUTRO;40;OBSERVAR;['Volatilidade alta (ATR 3.2%)', 'Volume alto (1.8x)', 'Small Cap (potencial alto)'];baixa;True;258200;False
ASAI3;10,04;4,04;9,13;27,09;70,5;0,125;94,2;0,79;4,03;45,3;5,6;13.9;2,12;-;16.2%;30;NEUTRO;-5;EVITAR;['Volatilidade alta (ATR 4.0%)'];alta;False;9751100;False
ITUB4;42,51;-0,37;2,21;11,36;61,1;0,315;78,3;0,35;2,32;28,0;14,5;10.1;2,15;-;21.5%;30;NEUTRO;0;EVITAR;[];alta;False;9010600;False
ITSA4;14,18;0,14;1,94;15,12;66,4;0,106;79,1;0,35;2,17;45,9;5,9;8.8;1,69;-;18.9%;30;NEUTRO;0;EVITAR;[];alta;False;7931000;False
