ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
RCSL4;0,42;-14,29;-40,0;-42,47;36,3;-0,019;8,1;2,1;17,02;64,7;560,1;7.0;-2,36;-;-;55;OBSERVAR;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 17.0%)', 'Volume alto (2.1x)'];alta;False;14509000
PCAR3;2,66;-4,32;-6,99;2,7;45,3;-0,017;13,5;2,26;6,68;90,0;72,9;-;3,2;-;-129.4%;50;OBSERVAR;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 6.7%)', 'Volume alto (2.3x)'];alta;False;11839100
INTB3;14,72;-0,07;4,69;2,47;57,9;0,012;70,2;0,33;3,52;48,6;6,4;8.0;1,46;-;18.6%;50;OBSERVAR;45;OBSERVAR;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;376000
ALPA4;14,39;0,49;12,07;17,28;71,1;0,166;111,2;1,54;3,72;83,7;12,7;14.5;2,7;-;18.1%;40;OBSERVAR;10;EVITAR;['Volatilidade alta (ATR 3.7%)', 'Volume alto (1.5x)'];alta;False;2822500
TEND3;32,82;-1,71;5,39;10,27;53,1;0,101;62,6;0,84;4,82;59,8;13,4;7.0;2,61;-;40.6%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 4.8%)'];alta;False;2435100
TFCO4;12,84;0,71;-0,47;-12,59;35,0;-0,038;28,2;0,52;3,41;2,3;41,6;13.7;3,18;-;25.7%;40;OBSERVAR;55;OBSERVAR;['RSI sobrevendido (35)', 'Volatilidade alta (ATR 3.4%)', 'Small Cap (potencial alto)'];baixa;True;248800
LREN3;10,71;0,75;-2,55;-21,25;33,2;-0,003;28,7;0,48;4,37;2,2;54,2;7.1;0,99;-;14.5%;35;NEUTRO;45;OBSERVAR;['RSI sobrevendido (33)', 'Volatilidade alta (ATR 4.4%)'];alta;False;9984400
AZEV3;4,11;-49,94;-50,72;-8,67;45,1;0,148;34,0;1,35;47,64;234,1;265,0;-;1,1;-;-111.2%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 47.6%)'];alta;False;2372100
AZZA3;14,66;-0,88;-3,17;-10,72;36,2;0,002;21,3;0,86;4,76;2,4;122,7;2.9;0,37;-;4.0%;35;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 4.8%)'];alta;False;2363600
SEER3;12,12;1,68;9,19;-0,16;57,4;0,106;73,6;1,8;4,57;50,5;16,6;5.7;1,02;-;19.1%;35;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 4.6%)', 'Volume alto (1.8x)'];alta;False;2205300
HYPE3;21,33;0,38;0,76;0,28;50,9;0,01;47,2;0,71;3,03;8,6;25,7;8.0;1,04;-;13.2%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;1970800
QUAL3;1,53;-1,92;-4,97;0,0;44,1;-0,003;19,9;0,72;5,65;11,7;83,4;21.9;0,33;-;2.1%;35;NEUTRO;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.7%)'];alta;False;1617500
MLAS3;1,88;2,73;3,87;6,21;57,5;0,012;79,6;0,72;5,28;134,9;3,7;5.1;0,47;-;9.8%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 5.3%)'];alta;False;1453600
ALUP11;32,62;0,28;1,53;0,67;55,8;0,188;78,2;0,27;2,12;14,9;12,3;7.8;1,12;-;15.8%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;301800
SHUL4;4,55;-0,44;2,02;1,56;57,5;0,037;79,3;0,55;2,24;14,9;22,3;6.2;1,08;-;16.9%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;236800
SBSP3;25,28;0,8;6,44;-8,74;45,1;0,192;49,1;1,06;3,1;11,3;39,7;10.6;1,97;-;18.8%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.1%)'];alta;False;24417500
COGN3;2,24;0,45;6,16;-1,75;55,5;0,021;75,0;0,56;4,35;12,6;111,0;6.2;0,32;-;4.9%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;15910000
CYRE3;22,96;-3,53;-0,65;7,44;54,9;0,248;67,5;1,53;4,25;16,2;56,9;4.9;0,9;-;20.6%;30;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 4.2%)', 'Volume alto (1.5x)'];alta;False;12179900
LIGT3;3,52;1,44;9,32;7,98;67,5;0,036;113,1;2,37;5,75;46,1;84,4;2.3;0,14;-;32.4%;30;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 5.7%)', 'Volume alto (2.4x)'];alta;False;8561600
CMIG4;10,51;1,06;4,68;-7,32;48,0;0,031;49,2;0,56;2,32;10,4;26,9;6.5;1,03;-;15.9%;30;NEUTRO;0;EVITAR;[];alta;False;8444800
BEEF3;3,9;-1,76;-2,26;6,56;58,8;0,067;74,4;0,46;4,65;31,3;87,6;10.0;2,45;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.6%)'];alta;False;7394000
CURY3;32,76;-0,27;9,57;11,03;57,6;0,244;93,5;1,05;4,11;24,0;22,9;9.0;6,1;-;68.5%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;4092800
RAIZ4;0,22;-4,35;-8,33;-15,38;28,5;0,003;13,7;0,26;8,29;4,8;545,5;-;-0,2;-;-839.8%;30;NEUTRO;65;FORTE OPORTUNIDADE;['RSI sobrevendido (29)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 8.3%)'];alta;False;3802300
UGPA3;33,58;1,24;-0,01;4,62;64,5;0,039;77,8;0,37;2,87;92,7;1,9;10.2;2,18;-;19.8%;30;NEUTRO;0;EVITAR;[];alta;False;3798000
PETR3;48,18;1,84;0,39;1,01;61,0;0,059;94,9;0,37;2,72;69,4;10,3;4.7;1,29;-;30.3%;30;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;3739200
RADL3;19,36;-0,21;5,05;4,76;57,7;0,131;65,6;0,33;3,67;20,7;40,1;22.8;4,64;-;20.0%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.7%)'];alta;False;3610900
BBSE3;40,11;1,67;7,85;2,16;65,8;0,256;91,0;0,56;1,9;42,9;1,6;8.5;7,15;-;85.9%;30;NEUTRO;0;EVITAR;[];alta;False;3495500
MULT3;27,35;-0,26;1,82;-2,77;47,1;0,101;48,1;0,81;2,44;6,7;29,0;9.8;1,99;-;21.9%;30;NEUTRO;0;EVITAR;[];alta;False;2932700
PSSA3;48,86;1,08;4,92;-10,68;45,3;0,194;48,2;0,55;2,48;13,9;13,7;8.6;1,94;-;24.2%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;889600
PASS3;22,67;0,44;5,2;-8,74;48,3;0,196;54,7;0,5;3,89;10,9;25,1;14.1;3,04;-;17.4%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.9%)', 'Small Cap (potencial alto)'];baixa;True;692900
MILS3;15,72;0,13;0,45;-0,19;58,3;-0,007;69,7;0,77;0,77;54,1;1,4;8.4;1,9;-;26.3%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;446400
TGMA3;34,84;-1,02;1,34;18,34;67,9;0,055;73,5;1,13;2,71;33,7;13,5;9.0;2,31;-;25.6%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;370500
CSED3;4,89;1,87;13,46;8,67;70,1;0,063;100,2;0,75;4,09;44,2;43,8;5.8;1,06;-;19.3%;30;NEUTRO;5;EVITAR;['Volatilidade alta (ATR 4.1%)', 'Small Cap (potencial alto)'];baixa;True;258200
BBDC4;17,08;0,89;5,17;-7,07;49,8;0,092;56,1;0,76;2,39;14,1;24,3;7.8;0,99;-;13.8%;25;NEUTRO;0;EVITAR;[];alta;False;26298400
HAPV3;6,44;-1,68;-1,53;-42,91;30,4;-0,08;29,7;0,71;8,68;7,2;562,4;-;0,06;-;-0.4%;25;NEUTRO;45;OBSERVAR;['RSI sobrevendido (30)', 'Volatilidade alta (ATR 8.7%)'];alta;False;7878400
MOTV3;15,14;0,4;4,41;2,57;62,3;0,139;84,6;0,72;2,7;12,1;17,2;9.0;1,71;-;22.0%;25;NEUTRO;0;EVITAR;[];alta;False;7291100
GMAT3;4,83;1,47;16,39;19,85;77,0;0,108;103,3;0,76;3,6;40,8;49,9;6.7;1,02;-;14.3%;25;NEUTRO;-5;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;5096700
VBBR3;33,44;0,27;-3,38;-7,24;46,4;-0,19;27,8;0,59;2,89;67,3;9,5;7.9;1,84;-;22.6%;25;NEUTRO;0;EVITAR;[];alta;False;4998700
GFSA3;0,21;-4,55;-4,55;-22,22;26,7;0,022;30,3;1,25;15,86;5,0;6447,6;-;0,0;-;-34.7%;25;NEUTRO;45;OBSERVAR;['RSI sobrevendido (27)', 'Volatilidade alta (ATR 15.9%)'];alta;False;4679800
PRIO3;60,31;-1,28;-4,04;-0,89;51,5;-0,075;52,1;0,65;2,94;76,4;21,0;12.6;1,71;-;14.2%;25;NEUTRO;0;EVITAR;[];alta;False;4207700
RENT3;34,93;-0,37;2,98;-7,13;45,5;0,298;46,8;0,35;3,7;10,1;50,8;11.1;1,42;-;13.0%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.7%)'];alta;False;3385000
VIVA3;22,09;-2,26;2,65;-0,41;53,3;0,181;66,2;0,81;3,41;10,2;62,5;8.9;1,71;-;19.7%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;2435000
BRAV3;17,08;-2,4;-9,15;-13,74;28,4;-0,137;-8,8;0,39;3,64;29,3;29,7;170.8;0,65;-;0.4%;25;NEUTRO;65;FORTE OPORTUNIDADE;['RSI sobrevendido (28)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.6%)'];alta;False;2392600
VIVT3;29,67;0,95;1,53;-8,74;37,8;0,13;38,9;0,43;2,35;2,7;38,4;14.4;1,38;-;9.9%;25;NEUTRO;0;EVITAR;[];alta;False;2195000
VULC3;13,37;-0,67;-2,19;-3,95;39,4;-0,008;14,5;0,81;2,55;1,6;51,3;4.4;1,68;-;37.1%;25;NEUTRO;20;NEUTRO;['Preço tocando banda inferior Bollinger'];alta;False;1020800
RECV3;10,67;0,09;1,52;3,28;58,8;0,036;85,4;0,5;3,17;20,1;29,2;6.3;0,71;-;11.3%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.2%)', 'Small Cap (potencial alto)'];baixa;True;875100
FESA4;5,22;-0,95;3,78;-12,85;43,2;0,045;46,6;0,64;3,48;9,9;70,5;12.7;0,54;-;4.4%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;874600
DXCO3;5,23;-0,19;4,81;2,55;58,7;0,016;78,8;0,36;3,26;18,1;18,9;-;0,68;-;0.7%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.3%)', 'Small Cap (potencial alto)'];baixa;True;672500
PNVL3;11,89;-0,67;3,3;0,34;55,7;0,047;60,0;0,63;3,63;35,8;37,1;13.1;1,31;-;10.8%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.6%)', 'Small Cap (potencial alto)'];baixa;True;377100
PETR4;43,54;1,97;1,37;3,42;64,6;0,117;103,5;0,83;2,55;63,0;9,5;4.3;1,17;-;30.3%;20;NEUTRO;0;EVITAR;[];alta;False;40986900
ITUB4;39,11;0,03;1,32;-8,77;43,3;0,099;42,0;0,66;2,38;17,7;24,5;9.3;1,98;-;21.5%;20;NEUTRO;0;EVITAR;[];alta;False;16502800
ABEV3;15,14;0,13;0,93;-5,32;44,8;0,051;47,4;0,54;2,0;37,2;12,2;14.7;2,65;-;18.4%;20;NEUTRO;0;EVITAR;[];alta;False;13832200
CPLE3;14,72;1,03;4,03;-0,74;57,1;0,104;73,0;0,79;2,24;44,5;14,6;13.8;1,94;-;12.8%;20;NEUTRO;0;EVITAR;[];alta;False;12746800
ITSA4;12,94;0,78;3,52;-6,37;49,9;0,056;54,4;0,56;2,13;32,9;16,3;8.0;1,55;-;18.9%;20;NEUTRO;0;EVITAR;[];alta;False;10978900
ENEV3;26,36;0,8;3,94;0,19;56,8;0,176;68,6;0,89;2,71;78,2;6,7;52.7;2,48;-;7.1%;20;NEUTRO;0;EVITAR;[];alta;False;9139200
POMO4;4,46;-0,89;2,74;-13,51;45,9;0,077;61,2;0,52;3,49;13,4;73,1;4.6;1,31;-;28.3%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;8046300
DIRR3;10,83;-1,28;3,34;-4,58;43,8;0,1;42,7;0,91;4,2;6,4;59,4;6.6;2,42;-;41.9%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.2%)'];alta;False;7814600
TIMS3;18,3;-0,16;-0,6;-5,82;35,5;0,139;33,0;0,71;2,79;2,5;54,9;10.2;1,79;-;17.3%;20;NEUTRO;0;EVITAR;[];alta;False;6107300
AXIA3;53,22;1,18;2,64;0,76;57,0;0,323;71,9;0,46;2,9;26,2;27,5;10.2;1,25;-;10.0%;20;NEUTRO;0;EVITAR;[];alta;False;5488100
SUZB3;46,21;-0,41;2,76;6,67;67,8;0,464;86,0;0,69;2,52;18,0;29,1;7.0;1,3;-;17.6%;20;NEUTRO;0;EVITAR;[];alta;False;5006100
HBRE3;2,7;-1,82;20,0;29,81;72,3;0,068;108,1;3,88;4,63;37,8;81,9;7.7;0,16;-;4.0%;20;NEUTRO;10;EVITAR;['Volatilidade alta (ATR 4.6%)', 'Volume alto (3.9x)'];alta;False;2488400
TOTS3;34,41;-0,81;6,93;10,79;66,6;0,313;99,5;0,6;3,59;28,6;38,6;22.6;3,61;-;17.0%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;2260500
GRND3;3,48;-0,29;-1,28;-5,49;43,4;0,012;47,8;0,63;2,46;4,2;40,3;5.4;0,99;-;17.9%;20;NEUTRO;0;EVITAR;[];alta;False;2209000
CMIN3;5,97;-0,67;1,19;4,55;58,6;-0,001;77,4;0,34;4,45;46,3;6,7;18.7;4,39;-;28.1%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;2025600
PGMN3;3,44;0,29;2,08;8,18;51,7;0,031;68,6;0,41;4,11;11,3;121,5;6.9;0,72;-;10.6%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;1917900
EGIE3;28,88;0,1;4,52;-1,15;50,9;0,257;66,0;0,48;2,44;8,9;31,8;8.4;2,2;-;28.6%;20;NEUTRO;0;EVITAR;[];alta;False;1889200
ITUB3;42,46;0,33;2,59;-6,93;47,4;0,111;48,2;0,81;2,23;46,1;11,4;10.1;2,15;-;21.5%;20;NEUTRO;0;EVITAR;[];alta;False;1581400
POMO3;4,14;0,49;2,21;-12,8;44,6;0,068;59,8;0,59;3,37;11,6;57,8;4.3;1,21;-;28.3%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;1283000
RIAA3;6,95;0,43;1,91;-12,58;40,4;0,05;40,1;0,57;4,26;13,1;55,9;2.3;0,65;-;28.0%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Small Cap (potencial alto)'];baixa;True;713400
FIQE3;4,71;1,29;3,52;-12,78;40,4;0,018;38,4;0,38;3,72;40,9;62,5;7.7;1,64;-;18.1%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.7%)', 'Small Cap (potencial alto)'];baixa;True;446400
