ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
RCSL4;0,49;-14,04;-25,76;-30,0;40,6;-0,007;18,4;0,74;13,05;92,2;465,8;5.9;-2,3;-;-;60;FORTE OPORTUNIDADE;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 13.0%)'];alta;False;15552300
HYPE3;21,25;-3,45;2,51;-1,85;49,9;0,022;41,8;1,6;3,09;8,2;26,1;8.1;1,04;-;13.2%;55;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Volume alto (1.6x)'];alta;False;2578800
DESK3;18,46;0,05;-2,37;0,6;47,5;-0,058;13,0;1,67;1,72;141,1;3,7;38.8;1,51;-;4.7%;50;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volume alto (1.7x)', 'Small Cap (potencial alto)'];baixa;True;594800
UNIP6;55,19;-1,81;-4,93;-12,06;31,2;-0,286;9,5;2,12;2,63;4,3;31,7;24.6;3,3;-;10.8%;50;OBSERVAR;75;FORTE OPORTUNIDADE;['RSI sobrevendido (31)', 'Preço tocando banda inferior Bollinger', 'Volume alto (2.1x)', 'Small Cap (potencial alto)'];baixa;True;220400
BHIA3;0,34;-5,56;-17,07;-56,96;16,9;-0,009;14,5;0,65;16,98;0,0;1511,8;-;-0,05;-;-;40;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (17)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 17.0%)'];alta;False;21659200
BBSE3;39,45;0,1;7,93;1,46;61,8;0,178;79,0;0,67;1,93;40,6;3,3;8.6;7,13;-;85.9%;40;OBSERVAR;0;EVITAR;[];alta;False;5095700
ALPA4;14,32;5,29;12,67;22,08;70,6;0,131;123,2;1,51;3,79;82,8;13,3;14.5;2,7;-;18.1%;40;OBSERVAR;10;EVITAR;['Volatilidade alta (ATR 3.8%)', 'Volume alto (1.5x)'];alta;False;3501400
MULT3;27,42;0,0;4,06;-2,87;47,9;0,089;49,2;1,51;2,44;7,0;28,7;9.8;1,99;-;21.9%;40;OBSERVAR;15;EVITAR;['Volume alto (1.5x)'];alta;False;3393300
TEND3;33,39;4,15;8,09;13,23;55,9;0,095;77,9;1,4;4,59;62,6;11,5;6.8;2,61;-;40.6%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 4.6%)'];alta;False;2648300
TFCO4;12,75;-0,55;-0,16;-11,76;32,7;-0,061;23,3;1,36;3,5;1,6;42,6;13.9;3,19;-;25.7%;40;OBSERVAR;55;OBSERVAR;['RSI sobrevendido (33)', 'Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;365700
