ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
RDOR3;37,52;1,05;6,26;10,16;67,5;0,359;105,1;0,65;2,96;16,6;19,8;17.1;4,17;-;19.8%;20;NEUTRO;0;EVITAR;[];alta;False;5865300
WEGE3;51,41;1,12;2,31;6,22;70,4;0,123;99,8;0,83;2,23;51,1;5,6;34.5;12,38;-;30.8%;20;NEUTRO;-20;EVITAR;[];alta;False;5786700
BBSE3;41,36;-1,03;4,84;6,11;69,3;0,411;94,8;0,83;2,14;47,4;3,9;8.7;7,37;-;85.9%;20;NEUTRO;0;EVITAR;[];alta;False;5430000
RADL3;20,28;0,3;4,54;0,8;64,6;0,193;87,1;0,33;3,55;26,4;33,8;23.3;4,86;-;20.0%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;3094000
JHSF3;11,78;2,08;14,48;11,15;70,0;0,185;114,4;0,77;3,68;135,4;19,3;3.8;1,04;-;29.3%;20;NEUTRO;-5;EVITAR;['Volatilidade alta (ATR 3.7%)'];alta;False;2960000
GGPS3;12,98;-1,29;4,51;11,9;65,8;0,152;89,3;0,75;3,45;19,5;51,4;10.3;2,17;-;22.3%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;2652100
AMBP3;0,15;0,0;-11,76;0,0;44,5;0,0;32,6;0,4;8,63;7,1;9433,3;-;0,23;-;-1.3%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 8.6%)'];alta;False;1840800
JALL3;2,65;-1,85;1,15;32,5;65,5;0,041;78,6;1,24;5,1;41,0;43,2;-;0,41;30.0%;-2.6%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 5.1%)'];alta;False;1538500
MDIA3;17,6;-0,11;2,62;1,44;57,4;0,075;96,5;0,68;2,38;5,3;63,6;9.2;0,7;-;7.8%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;541800
ALLD3;5,21;-0,19;1,36;10,38;61,0;0,006;66,7;0,82;3,06;17,9;58,0;1.4;0,32;-;23.6%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Small Cap (potencial alto)'];baixa;True;451800
MELK3;2,92;0,69;2,46;2,46;54,9;0,023;90,4;0,77;2,84;9,0;37,2;5.2;0,55;-;13.5%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;356900
TASA4;5,55;0,18;0,0;16,11;68,8;0,033;78,2;0,72;3,92;36,7;9,3;32.6;0,65;6.0%;2.1%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.9%)', 'Small Cap (potencial alto)'];baixa;True;278100
VLID3;17,89;-0,61;3,89;3,99;56,7;0,101;93,9;0,97;3,01;11,4;27,6;6.2;0,84;-;13.4%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.0%)', 'Small Cap (potencial alto)'];baixa;True;253000
BMOB3;25,18;-1,83;3,32;8,2;62,6;0,274;85,1;0,5;2,98;39,6;11,9;13.3;2,23;-;16.4%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;222100
MILS3;15,74;0,13;0,25;0,58;59,0;-0,006;81,8;0,37;0,77;54,3;1,3;8.4;1,9;-;26.3%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;204600
ITUB4;41,77;0,87;6,88;-0,1;62,1;0,417;108,0;1,16;2,37;25,8;16,5;9.9;2,11;-;21.5%;15;EVITAR;0;EVITAR;[];alta;False;31904900
ITSA4;13,79;1,03;7,6;2,26;67,4;0,158;107,9;0,98;2,22;41,9;8,9;8.5;1,65;-;18.9%;15;EVITAR;0;EVITAR;[];alta;False;23249400
VALE3;78,05;-3,4;-1,34;6,43;57,7;0,472;71,9;1,13;2,67;52,9;14,2;30.2;1,69;-;4.1%;15;EVITAR;0;EVITAR;[];alta;False;23055600
ONCO3;1,3;8,33;-5,8;120,34;55,5;-0,007;62,3;0,4;20,33;145,3;200,6;-;86,67;-;-273.5%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 20.3%)'];alta;False;16092700
CMIG4;11,17;1,82;7,4;0,54;65,3;0,115;105,9;0,64;2,3;17,3;19,4;6.9;1,09;-;15.9%;15;EVITAR;0;EVITAR;[];alta;False;11044000
BPAC11;58,41;1,27;8,69;5,45;69,3;0,794;105,6;0,8;3,01;36,7;10,5;95.1;3,5;-;24.4%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;10535500
RAIL3;14,67;0,07;-0,95;7,0;57,5;0,085;71,2;0,79;3,42;20,6;18,1;22.2;1,88;-;8.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;10040100
CEAB3;9,37;-0,21;15,11;-0,74;61,1;0,253;95,1;0,6;4,87;30,3;92,9;5.0;0,74;-;15.5%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.9%)'];alta;False;6451900
CXSE3;19,77;-0,1;2,38;0,76;60,7;0,2;90,1;1,06;2,32;54,3;12,0;13.1;4,3;-;33.3%;15;EVITAR;0;EVITAR;[];alta;False;6068600
FLRY3;19,97;1,53;6,56;18,18;74,7;0,067;109,9;1,15;2,6;54,7;0,7;17.2;2,18;-;12.6%;15;EVITAR;-20;EVITAR;[];alta;False;5936900
AUAU3;3,9;-1,27;18,18;9,24;71,3;0,069;110,3;0,95;4,12;39,5;5,1;-;1,07;-;9.1%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;4586500
VIVT3;30,32;0,4;3,16;-1,49;46,3;0,245;85,5;0,82;2,2;5,0;35,5;14.8;1,41;-;9.9%;15;EVITAR;0;EVITAR;[];alta;False;4291800
MULT3;30,17;2,51;10,03;8,21;71,0;0,381;121,1;0,97;2,59;17,7;16,9;10.8;2,19;-;21.9%;15;EVITAR;-20;EVITAR;[];alta;False;3794700
GFSA3;0,22;4,76;0,0;-8,33;31,3;0,019;64,4;1,12;13,6;10,0;6150,0;-;0,0;-;-34.7%;15;EVITAR;45;OBSERVAR;['RSI sobrevendido (31)', 'Volatilidade alta (ATR 13.6%)'];alta;False;3728800
RAPT4;5,12;-0,19;6,22;1,59;64,7;0,048;98,6;1,45;3,58;22,5;37,1;-;0,57;-;-1.4%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;3332700
LWSA3;4,22;0,48;-2,54;9,41;60,6;0,022;72,4;0,81;3,74;30,1;12,6;-;0,97;-;-7.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.7%)'];alta;False;3158600
KLBN11;19,48;-0,1;3,67;8,1;76,7;0,117;93,1;0,61;1,99;21,6;9,1;29.5;2,53;-;3.7%;15;EVITAR;-20;EVITAR;[];alta;False;3125700
SANB11;30,3;1,27;2,82;3,52;62,8;-0,042;101,7;0,6;2,13;21,5;20,3;14.8;0,89;-;11.2%;15;EVITAR;0;EVITAR;[];alta;False;2801800
GMAT3;4,81;0,84;1,05;25,92;72,1;0,066;84,0;0,35;3,78;40,2;50,6;6.7;0,99;-;14.3%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 3.8%)'];alta;False;2623300
VIVA3;23,59;-0,72;4,38;8,16;65,0;0,268;100,9;0,72;3,52;17,7;52,1;9.5;1,83;-;19.7%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;2041700
CASH3;5,64;1,81;-4,57;21,29;59,0;-0,017;73,5;0,75;5,55;75,7;6,4;-;1,49;-;-20.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.6%)'];alta;False;1617200
SMTO3;20,17;-4,81;6,89;37,3;68,5;0,368;80,3;0,57;4,57;58,4;6,1;8.2;0,88;-;11.3%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.6%)'];alta;False;1479300
AZEV3;8,14;22,59;-0,85;120,0;55,7;-0,199;63,6;0,76;24,01;561,8;84,3;-;2,19;-;-111.2%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 24.0%)'];alta;False;1294300
BMGB4;5,83;-0,68;14,09;9,52;74,0;0,1;108,7;1,05;2,9;76,3;3,3;4.5;0,74;-;14.0%;15;EVITAR;-20;EVITAR;[];alta;False;1146400
DXCO3;5,61;2,0;7,06;9,57;71,7;0,052;113,3;0,56;3,31;26,7;10,9;-;0,74;-;0.7%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;1118400
VTRU3;14,53;-1,36;6,45;12,99;66,2;0,154;94,7;1,26;4,34;46,6;19,4;2.0;0,52;17.0%;32.4%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Small Cap (potencial alto)'];baixa;True;962000
AMER3;5,33;1,72;8,33;15,62;68,7;0,1;93,1;0,57;5,63;58,2;65,5;3.5;0,26;-;-;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 5.6%)', 'Small Cap (potencial alto)'];baixa;True;938100
CPFE3;46,93;1,84;6,51;2,36;65,6;0,497;102,6;0,52;2,56;35,3;12,9;9.0;2,38;-;27.3%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;825900
OPCT3;10,92;-1,62;3,12;-0,64;58,8;0,14;91,7;0,88;3,78;72,7;4,9;13.0;2,11;-;17.2%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 3.8%)', 'Small Cap (potencial alto)'];baixa;True;644800
ITUB3;45,53;1,36;7,63;1,51;66,4;0,465;111,6;0,33;2,36;56,8;3,9;10.8;2,31;-;21.5%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;606400
LAVV3;10,72;-1,2;6,03;9,72;60,9;0,154;98,3;0,96;3,92;17,8;77,1;5.8;1,44;-;24.0%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 3.9%)', 'Small Cap (potencial alto)'];baixa;True;543200
RANI3;7,72;0,13;-0,26;-6,71;45,8;-0,007;40,1;0,86;2,34;2,7;25,7;13.5;1,24;-;9.2%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;531700
EVEN3;4,39;0,92;-0,45;-5,59;45,0;0,039;63,0;0,51;4,32;6,8;94,3;3.6;0,45;-;11.1%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Small Cap (potencial alto)'];baixa;True;525100
POSI3;3,45;-0,29;3,29;-0,86;49,9;0,024;74,6;0,6;3,81;8,5;39,1;38.3;0,31;-;0.8%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 3.8%)', 'Small Cap (potencial alto)'];baixa;True;516900
KEPL3;6,51;-0,61;-0,91;6,72;60,1;0,071;76,7;0,37;2,67;16,9;61,3;8.1;1,41;-;18.3%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;491100
IRBR3;58,06;1,29;5,12;10,09;69,5;0,882;95,0;0,7;2,75;30,5;11,5;19.8;0,89;-;4.6%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;462700
ARML3;3,83;0,52;4,08;10,06;65,8;0,05;87,1;0,31;5,27;45,4;64,5;22.5;0,96;-;6.3%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 5.3%)', 'Small Cap (potencial alto)'];baixa;True;367900
SANB3;15,19;1,47;3,69;4,18;61,7;-0,022;97,5;0,76;2,66;28,8;18,7;8.6;0,45;-;11.2%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;271300
TUPY3;15,79;-0,13;2,4;5,13;58,6;0,101;94,5;0,29;3,49;49,1;4,5;-;0,9;-;-28.2%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;236100
BBDC4;17,8;0,28;5,25;0,67;61,7;0,203;96,1;1,36;2,31;17,8;19,2;8.1;1,04;-;13.8%;10;EVITAR;0;EVITAR;[];alta;False;55057700
COGN3;2,4;-0,41;7,62;9,09;65,5;0,037;98,6;0,85;4,26;20,6;96,9;6.7;0,35;-;4.9%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.3%)'];alta;False;24178300
SBSP3;26,14;-0,04;4,23;-4,56;53,6;0,351;78,1;0,45;3,02;15,1;35,1;11.0;2,04;-;18.8%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;11478600
VAMO3;3,43;-0,87;13,2;10,29;66,4;0,071;106,5;0,62;4,88;39,4;44,0;12.2;1,4;-;10.7%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.9%)'];alta;False;10970400
BBDC3;15,59;0,0;4,33;1,02;62,2;0,167;94,9;1,29;2,19;21,7;16,5;7.1;0,91;-;13.8%;10;EVITAR;0;EVITAR;[];alta;False;8666300
ENEV3;27,65;0,8;5,74;3,95;66,6;0,248;98,8;0,63;2,74;86,3;1,7;55.3;2,6;-;7.1%;10;EVITAR;0;EVITAR;[];alta;False;7738300
ALOS3;28,96;1,51;10,49;8,47;72,5;0,363;115,8;1,52;2,38;37,5;12,0;15.3;1,13;-;7.6%;10;EVITAR;-5;EVITAR;['Volume alto (1.5x)'];alta;False;6971500
ECOR3;7,66;-0,91;10,06;12,32;66,6;0,17;96,0;1,07;4,38;31,2;55,8;9.7;1,3;-;12.3%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;6290700
CVCB3;1,77;-2,75;-0,56;17,22;62,5;0,022;76,1;0,43;6,16;67,0;57,6;59.3;2,87;-;-33.3%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 6.2%)'];alta;False;6280900
MOVI3;7,91;0,51;9,71;2,59;58,0;0,168;99,0;0,81;5,04;22,8;89,3;6.5;0,81;-;13.2%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.0%)'];alta;False;4482000
PGMN3;3,78;0,0;10,2;11,18;64,5;0,058;110,7;1,02;3,98;22,3;101,6;7.6;0,8;-;10.6%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.0%)'];alta;False;3791300
TIMS3;19,09;1,54;4,15;1,01;50,0;0,198;96,5;0,44;2,67;6,9;48,5;10.6;1,87;-;17.3%;10;EVITAR;0;EVITAR;[];alta;False;3337200
EZTC3;13,2;0,0;12,15;20,86;70,5;0,317;99,7;0,85;4,38;31,0;24,6;8.0;0,7;-;10.6%;10;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;3305400
SAUD3;14,8;1,51;5,41;4,37;61,9;0,107;127,0;0,68;2,82;43,2;11,3;13.1;2,31;-;10.5%;10;EVITAR;0;EVITAR;[];alta;False;3236900
LIGT3;3,58;-3,24;3,17;15,48;63,3;0,041;84,4;0,8;5,41;48,5;81,3;2.4;0,16;-;37.5%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.4%)'];alta;False;3205800
TOTS3;34,89;0,43;0,58;8,32;65,6;0,276;83,7;0,77;3,41;30,4;36,7;23.0;3,66;-;17.0%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;3149700
KLBN4;3,85;0,26;3,77;6,94;75,4;0,022;93,1;0,92;1,99;20,0;9,4;128.3;0,5;-;3.7%;10;EVITAR;-20;EVITAR;[];alta;False;3009200
MBRF3;18,39;-0,59;-1,97;11,73;58,4;0,032;68,8;0,38;4,18;26,9;50,4;65.7;2,23;-;0.9%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.2%)'];alta;False;2159500
ISAE4;27,71;0,25;3,98;3,98;64,6;0,266;103,9;0,58;2,18;30,1;15,6;6.5;0,82;-;13.2%;10;EVITAR;0;EVITAR;[];alta;False;1918000
HBSA3;3,49;-1,69;0,58;11,86;57,5;0,019;71,4;0,92;3,05;19,9;25,8;174.5;2,27;-;2.2%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;1499400
PCAR3;2,7;-0,74;-2,88;-6,9;47,7;-0,027;29,7;0,24;5,96;92,9;70,4;-;3,25;-;-129.4%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 6.0%)'];alta;False;1149900
FESA4;5,77;1,94;9,49;1,23;61,8;0,107;100,1;0,55;3,46;21,5;54,2;14.1;0,6;-;4.4%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;1045600
PINE4;11,2;-2,78;2,66;-10,83;49,1;0,147;67,2;0,63;5,07;83,4;41,2;4.6;1,58;-;40.8%;10;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 5.1%)', 'Small Cap (potencial alto)'];baixa;True;726400
DASA3;2,75;3,38;3,77;-4,18;56,0;0,035;74,2;0,54;6,53;116,5;73,5;-;0,5;-;-12.1%;10;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 6.5%)', 'Small Cap (potencial alto)'];baixa;True;652000
SAPR4;6,89;1,77;4,87;1,32;60,4;0,071;105,9;0,42;2,53;11,7;34,0;24.6;0,17;-;3.8%;10;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;621400
