ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
OBTC3;6,36;-7,42;-15,09;-5,07;43,3;-0,056;9,6;2,12;7,77;11,4;78,9;-;1,79;-;-;70;FORTE OPORTUNIDADE;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 7.8%)', 'Volume alto (2.1x)'];alta;False;4071900;False
VIVA3;22,94;2,23;2,5;11,41;56,6;0,008;70,5;0,85;3,41;14,5;56,5;9.2;1,78;-;19.7%;60;FORTE OPORTUNIDADE;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.4%)'];alta;False;1867100;False
KEPL3;6,38;-1,54;-5,76;12,13;47,0;-0,011;43,4;1,17;2,57;14,5;64,6;8.0;1,39;-;18.3%;60;FORTE OPORTUNIDADE;0;EVITAR;[];alta;False;1393600;False
HBSA3;3,31;1,22;-2,07;-0,3;46,1;-0,022;16,7;2,43;3,28;13,7;32,6;165.5;2,15;-;2.2%;50;OBSERVAR;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.3%)', 'Volume alto (2.4x)'];alta;False;4308200;False
OPCT3;10,53;-6,32;-5,14;11,55;47,0;0,03;46,6;2,73;4,32;45,6;11,2;12.5;2,03;-;17.2%;50;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Volume alto (2.7x)'];alta;False;2669700;False
JALL3;2,31;-2,94;-8,7;8,96;44,7;-0,045;10,3;0,78;5,55;22,9;64,3;-;0,36;-;-2.6%;50;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.6%)', 'Small Cap (potencial alto)'];baixa;True;986500;False
TGMA3;36,43;1,7;6,96;7,3;72,8;0,049;113,9;1,5;2,49;39,8;8,5;9.5;2,42;-;25.6%;50;OBSERVAR;25;NEUTRO;['MACD cruzou para positivo', 'Volume alto (1.5x)', 'Small Cap (potencial alto)'];baixa;True;454000;False
VALE3;73,47;-1,51;-7,12;2,68;39,0;-0,64;7,7;1,95;2,8;40,6;21,3;28.6;1,59;-;4.1%;45;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volume alto (1.9x)'];alta;False;41697400;False
DIRR3;10,25;-0,19;-6,22;-0,49;36,2;-0,063;14,5;1,02;4,25;2,2;68,4;6.3;2,29;-;41.9%;45;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.2%)'];alta;False;9961300;False
SHUL4;4,35;0,0;-2,47;-0,46;40,5;-0,012;13,5;0,68;2,18;9,8;27,9;6.0;0,99;-;16.9%;45;OBSERVAR;30;NEUTRO;['Preço tocando banda inferior Bollinger', 'Small Cap (potencial alto)'];baixa;True;344900;False
CMIN3;6,1;-1,61;-12,36;5,54;48,8;-0,05;40,7;1,62;5,11;49,5;15,9;19.1;4,49;-;28.1%;40;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 5.1%)', 'Volume alto (1.6x)'];alta;False;12570500;False
