ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
UGPA3;30,98;-0,96;-6,4;0,16;48,9;-0,352;13,3;0,49;2,85;103,5;7,8;10.9;2,01;-;19.2%;65;FORTE OPORTUNIDADE;alta;False;5397800
BBSE3;38,13;-0,65;-3,12;-0,52;46,4;-0,252;6,4;0,57;1,97;36,5;6,9;8.1;6,8;-;85.9%;65;FORTE OPORTUNIDADE;alta;False;3176000
VBBR3;33,32;-2,66;-7,78;1,71;46,3;-0,321;4,9;0,56;2,94;85,6;9,9;13.0;1,83;-;14.0%;60;FORTE OPORTUNIDADE;alta;False;4402700
CXSE3;18,91;-2,12;-3,03;-11,58;33,6;-0,277;10,6;0,19;2,75;53,8;17,1;13.0;4,12;-;31.6%;60;FORTE OPORTUNIDADE;alta;False;1176800
PSSA3;49,99;-0,85;-7,43;-7,49;33,6;-0,621;-19,5;0,69;2,68;16,5;11,1;8.8;2,06;-;24.2%;60;FORTE OPORTUNIDADE;baixa;True;860800
BBDC4;17,19;-0,69;-7,08;-8,32;33,1;-0,18;-13,9;0,62;2,45;19,7;23,6;7.8;1,02;-;13.8%;55;OBSERVAR;alta;False;17762500
VAMO3;2,94;-4,55;-9,82;-2,65;39,8;-0,035;-6,6;0,98;4,45;9,7;68,0;10.1;1,2;-;12.1%;55;OBSERVAR;alta;False;9966300
EGIE3;28,98;-2,52;-3,72;-10,67;33,7;0,044;6,6;0,7;2,72;8,3;33,9;13.0;2,2;-;28.6%;55;OBSERVAR;alta;False;3634000
TIMS3;18,74;-0,11;-2,8;-16,56;25,9;-0,199;19,8;0,36;3,4;1,0;51,3;10.4;1,83;-;17.3%;55;OBSERVAR;alta;False;3500100
BBDC3;15,05;-0,66;-6,72;-7,74;34,4;-0,151;-12,4;0,45;2,4;23,0;20,9;6.9;0,88;-;13.8%;55;OBSERVAR;alta;False;2825500
TTEN3;11,36;-0,35;-3,15;-26,47;24,1;-0,241;18,6;0,44;4,45;1,0;57,6;8.1;1,19;-;15.7%;55;OBSERVAR;baixa;True;894500
KEPL3;5,98;-2,13;-5,97;-9,12;27,8;-0,032;-17,6;0,99;2,53;0,3;75,6;7.0;1,31;-;19.6%;55;OBSERVAR;baixa;True;754100
PASS3;22,97;0,61;-8,49;-7,27;34,3;-0,202;-6,1;0,57;3,38;2,1;23,4;13.3;2,86;-;18.8%;55;OBSERVAR;baixa;True;440500
SHUL4;4,3;-0,69;-5,49;-7,53;32,9;-0,014;-21,5;0,43;2,33;8,6;29,4;5.6;1,0;-;18.2%;55;OBSERVAR;baixa;True;206500
ITUB4;40,52;-0,56;-6,14;-6,85;38,6;-0,284;-12,6;0,6;2,32;25,7;20,2;9.6;2,05;-;21.5%;50;OBSERVAR;alta;False;10760400
ITSA4;13,1;-0,83;-5,62;-5,21;39,6;-0,086;-15,5;0,53;2,15;39,8;14,9;8.6;1,63;-;18.4%;50;OBSERVAR;alta;False;8914800
ECOR3;6,36;-4,07;-9,53;-16,97;34,4;-0,05;-6,8;0,67;4,56;0,0;87,6;8.1;1,09;-;12.3%;50;OBSERVAR;alta;False;3285000
EZTC3;10,64;-1,12;-6,83;-18,15;32,7;-0,034;8,0;0,7;3,82;8,8;55,9;5.1;0,56;-;10.6%;50;OBSERVAR;alta;False;1295300
VIVT3;30,46;-0,39;-5,7;-11,91;27,5;-0,439;8,6;0,19;2,84;2,6;35,3;14.8;1,42;-;9.9%;50;OBSERVAR;baixa;True;989100
