ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
PCAR3;2,64;-5,04;-7,69;1,93;44,5;-0,018;9,5;2,34;6,73;88,6;74,2;-;3,29;-;-129.4%;60;FORTE OPORTUNIDADE;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 6.7%)', 'Volume alto (2.3x)'];alta;False;6097900
RCSL4;0,41;-16,33;-41,43;-43,84;35,7;-0,02;6,3;2,17;17,44;60,8;576,2;6.5;-2,19;-;-;55;OBSERVAR;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 17.4%)', 'Volume alto (2.2x)'];alta;False;4538600
INTB3;14,68;-0,34;4,41;2,19;57,4;0,01;68,1;0,39;3,53;48,2;6,7;8.2;1,48;-;18.6%;50;OBSERVAR;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.5%)'];alta;False;1236400
CYRE3;23,02;-3,28;-0,39;7,72;55,4;0,252;68,6;1,6;4,24;16,5;56,5;5.2;0,95;-;20.6%;40;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 4.2%)', 'Volume alto (1.6x)'];alta;False;7995500
TEND3;32,75;-1,92;5,17;10,03;52,8;0,096;60,8;0,89;4,83;59,5;13,7;7.0;2,64;-;40.6%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 4.8%)'];alta;False;1941800
TFCO4;12,78;-0,93;1,03;-14,86;34,8;-0,019;28,3;1,35;3,45;1,8;42,2;13.6;3,16;-;25.7%;40;OBSERVAR;55;OBSERVAR;['RSI sobrevendido (35)', 'Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;830600
LREN3;10,7;0,66;-2,64;-21,32;33,0;-0,004;28,5;0,53;4,38;2,1;54,3;7.3;1,01;-;14.5%;35;NEUTRO;45;OBSERVAR;['RSI sobrevendido (33)', 'Volatilidade alta (ATR 4.4%)'];alta;False;16084800
VBBR3;33,38;0,09;-3,55;-7,41;45,9;-0,194;26,2;0,66;2,89;67,0;9,7;8.1;1,89;-;22.6%;35;NEUTRO;0;EVITAR;[];alta;False;15197400
PRIO3;62,68;3,53;1,72;7,15;60,1;0,025;87,6;1,05;2,9;83,4;16,4;12.7;1,77;-;14.2%;35;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;7090100
EMBJ3;93,49;-1,82;-4,8;4,34;49,6;-0,908;28,4;1,06;3,03;37,8;12,4;29.4;3,72;-;12.2%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;5865500
AUAU3;3,44;2,69;6,5;-5,75;57,7;0,009;64,9;1,29;3,85;23,1;17,3;-;0,95;-;9.1%;35;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.9%)'];alta;False;5716600
RECV3;10,89;2,45;3,62;8,88;62,5;0,046;97,7;1,61;3,08;22,6;26,6;6.4;0,72;-;11.3%;35;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Volume alto (1.6x)'];alta;False;2959900
SEER3;12,17;2,1;9,64;0,25;57,9;0,109;75,5;2,1;4,55;51,1;16,1;5.9;1,05;-;19.1%;35;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 4.5%)', 'Volume alto (2.1x)'];alta;False;2753100
HYPE3;21,36;0,52;0,9;0,42;51,2;0,012;49,3;0,84;3,03;8,8;25,5;8.2;1,06;-;13.2%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;2736500
AZEV3;4,11;-49,94;-50,72;-8,67;45,1;0,148;34,0;1,37;47,64;234,1;265,0;-;1,46;-;-111.2%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 47.6%)'];alta;False;2432300
PNVL3;11,94;-0,25;3,74;0,76;56,8;0,051;62,6;0,72;3,61;36,3;36,5;13.2;1,32;-;10.8%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.6%)', 'Small Cap (potencial alto)'];baixa;True;928700
SYNE3;3,67;0,27;1,38;-10,27;43,9;0,005;38,7;0,3;3,58;10,5;42,1;10.2;0,81;-;4.4%;35;NEUTRO;45;OBSERVAR;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.6%)', 'Small Cap (potencial alto)'];baixa;True;524000
COGN3;2,24;0,45;6,16;-1,75;55,5;0,021;75,0;0,61;4,35;12,6;111,0;6.4;0,34;-;4.9%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;21707100
SBSP3;25,28;0,16;5,95;-8,31;45,1;0,232;51,1;0,68;3,03;11,3;39,7;10.6;1,97;-;18.8%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;16463300
BEEF3;3,82;-1,55;-2,8;4,95;55,5;0,047;67,1;0,86;4,76;28,6;91,5;9.8;2,4;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.8%)'];alta;False;14703400
UGPA3;34,82;3,54;3,26;8,32;70,7;0,099;94,5;1,1;2,82;93,9;0,1;10.6;2,26;-;19.8%;30;NEUTRO;-20;EVITAR;[];alta;False;12059400
