ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
AGRO3;18,21;-0,44;-4,76;0,22;37,2;-0,101;-2,7;0,44;2,42;2,0;24,9;-;0,9;-;-4.3%;45;OBSERVAR;20;NEUTRO;['Preço tocando banda inferior Bollinger'];baixa;False;0;False
VALE3;74,98;-0,66;-5,11;5,0;43,6;-0,424;27,2;0,18;2,68;43,5;18,9;29.3;1,62;-;4.1%;35;NEUTRO;0;EVITAR;[];baixa;False;0;False
MELI34;78,85;-2,17;-3,19;2,1;42,5;-0,685;6,0;0,35;3,37;28,5;42,9;50.5;12,49;-;27.5%;35;NEUTRO;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.4%)'];baixa;False;0;False
CSAN3;3,55;-1,66;-9,21;10,25;43,8;-0,014;33,6;0,16;5,02;14,9;126,2;-;2,82;-;-27.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 5.0%)'];baixa;False;0;False
PRIO3;64,27;0,56;3,66;4,37;60,5;0,122;85,5;0,24;2,91;88,0;13,6;13.5;1,82;-;14.2%;25;NEUTRO;0;EVITAR;[];baixa;False;0;False
RECV3;11,44;0,62;1,69;10,11;61,6;0,025;75,5;0,08;2,98;28,8;20,5;6.7;0,76;-;11.3%;25;NEUTRO;0;EVITAR;[];baixa;False;0;False
BBDC4;18,25;-0,44;0,16;12,64;60,2;0,17;77,6;0,06;2,35;17,5;16,3;8.3;1,06;-;13.8%;25;NEUTRO;0;EVITAR;[];baixa;False;0;False
BBAS3;22,1;-0,09;-2,21;23,73;62,8;0,173;70,4;0,13;3,07;24,8;24,0;10.3;0,69;-;10.5%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.1%)'];baixa;False;0;False
SANB11;30,09;-0,92;-0,99;1,66;56,1;-0,051;64,3;0,14;2,09;20,7;21,2;14.7;0,89;-;11.2%;25;NEUTRO;0;EVITAR;[];baixa;False;0;False
SMTO3;19,71;-0,15;-4,23;30,44;58,2;-0,111;56,1;0,13;4,33;54,8;8,6;8.0;0,86;-;11.3%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.3%)'];baixa;False;0;False
COGN3;2,33;-0,43;-4,9;9,39;54,7;0,004;61,8;0,14;4,16;17,1;102,9;6.5;0,34;-;4.9%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.2%)'];baixa;False;0;False
PETR3;55,69;2,64;4,6;20,64;74,8;0,421;88,6;0,18;2,52;95,8;0,0;5.5;1,49;-;30.3%;20;NEUTRO;-20;EVITAR;[];baixa;False;0;False
ITUB4;42,41;0,14;-0,05;10,55;60,9;0,351;80,3;0,16;2,39;27,7;14,8;10.1;2,15;-;21.5%;20;NEUTRO;0;EVITAR;[];baixa;False;0;False
LWSA3;4,06;0,74;0,0;6,35;51,5;-0,028;41,5;0,07;3,57;25,2;17,0;-;0,94;-;-7.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];baixa;False;0;False
PETR4;49,98;2,17;3,93;21,38;77,5;0,354;87,0;0,22;2,39;87,1;0,0;4.9;1,34;-;30.3%;10;EVITAR;-20;EVITAR;[];baixa;False;0;False
MGLU3;5,57;0,0;-4,46;31,68;59,4;0,082;71,9;0,23;6,17;48,1;105,5;50.6;0,39;-;0.8%;10;EVITAR;15;EVITAR;['Volatilidade alta (ATR 6.2%)'];baixa;False;0;False
SLCE3;17,91;3,23;6,29;30,35;70,1;0,117;84,0;0,14;3,13;42,4;8,8;28.9;1,64;-;7.0%;5;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 3.1%)'];baixa;False;0;False
