ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
DIRR3;10,2;0,69;-10,76;-4,49;35,0;-0,057;11,8;0,36;4,26;1,7;69,2;6.3;2,28;-;41.9%;55;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (35)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.3%)'];alta;False;3294000;False
CURY3;31,01;0,68;-7,41;-4,05;45,3;-0,211;28,6;0,28;4,08;17,4;29,8;8.5;5,77;-;68.5%;50;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 4.1%)', 'Small Cap (potencial alto)'];baixa;True;887600;False
AGXY3;0,64;-20,0;-50,0;-54,93;6,2;-0,064;-21,7;2,93;15,45;3,2;848,4;-;-0,06;-;-;50;OBSERVAR;90;FORTE OPORTUNIDADE;['RSI sobrevendido (6)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 15.5%)', 'Volume alto (2.9x)', 'Small Cap (potencial alto)'];baixa;True;201100;False
SHUL4;4,36;0,23;-3,33;0,93;41,5;-0,009;15,4;0,43;2,18;10,1;27,6;6.0;0,99;-;16.9%;45;OBSERVAR;30;NEUTRO;['Preço tocando banda inferior Bollinger', 'Small Cap (potencial alto)'];baixa;True;208800;False
CPFE3;44,96;0,51;-4,99;9,69;49,6;0,041;54,8;0,43;2,82;28,7;17,9;8.6;2,28;-;27.3%;40;OBSERVAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;732600;False
VIVA3;22,51;0,49;-1,27;8,8;52,3;-0,007;58,0;0,2;3,48;12,3;59,4;9.0;1,75;-;19.7%;40;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;412300;False
MDIA3;16,87;-1,06;-1,75;-0,36;40,2;-0,034;8,0;0,29;2,55;1,0;70,7;8.8;0,67;-;7.8%;40;OBSERVAR;30;NEUTRO;['Preço tocando banda inferior Bollinger', 'Small Cap (potencial alto)'];baixa;True;217700;False
ALPA4;13,13;0,84;0,61;5,72;49,1;-0,132;39,2;0,08;4,19;67,6;23,5;13.3;2,46;-;18.1%;40;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 4.2%)', 'Small Cap (potencial alto)'];baixa;True;200300;False
VALE3;74,83;-0,86;-5,3;4,79;43,2;-0,435;25,8;0,35;2,72;43,2;19,1;29.2;1,62;-;4.1%;35;NEUTRO;0;EVITAR;[];alta;False;6724200;False
ONCO3;1,05;-1,87;-12,5;5,0;47,2;-0,047;24,1;0,06;19,78;98,1;272,1;-;70,0;-;-273.5%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 19.8%)'];alta;False;2212900;False
PLPL3;6,7;-0,15;-9,46;-2,19;42,8;-0,025;15,4;0,7;5,62;4,4;159,4;4.4;1,22;-;31.8%;35;NEUTRO;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.6%)'];alta;False;1273800;False
TEND3;31,33;-0,48;-10,89;-6,59;43,3;-0,254;21,1;0,28;4,93;52,6;18,8;6.6;2,5;-;40.6%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.9%)', 'Small Cap (potencial alto)'];baixa;True;778800;False
BRAP4;21,44;-0,92;-6,38;6,19;44,5;-0,062;36,6;0,22;2,81;44,1;19,5;15.3;1,05;-;7.0%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;403900;False
