ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
TIMS3;19,45;-0,15;-8,47;-14,05;26,3;-0,337;-9,6;0,32;3,77;6,0;45,8;10.8;1,9;-;17.3%;55;OBSERVAR;alta;False;2245800
TTEN3;12,12;-1,46;-19,68;-19,36;24,6;-0,351;-14,7;1,12;4,98;1,8;47,7;8.7;1,27;-;15.7%;55;OBSERVAR;alta;False;1710900
CXSE3;20,07;-1,28;-10,56;-0,45;39,0;-0,344;5,6;0,4;2,68;62,0;12,3;13.7;4,37;-;31.6%;50;OBSERVAR;alta;False;2325600
PGMN3;3,14;0,32;-6,82;-14,21;26,8;-0,015;4,4;0,32;4,32;1,6;142,7;6.4;0,67;-;10.1%;50;OBSERVAR;alta;False;1194300
DIRR3;11,3;1,89;-2,84;-18,94;35,1;-0,099;19,9;0,24;4,13;2,3;52,7;7.1;2,76;-;42.9%;45;OBSERVAR;alta;False;1833200
GFSA3;0,3;0,0;-16,67;-70,59;17,6;0,002;23,3;0,25;24,84;3,4;5886,7;-;0,0;-;-34.7%;45;OBSERVAR;alta;False;1500700
GGPS3;11,62;0,96;-0,85;-6,74;42,4;-0,075;19,7;0,25;3,34;4,5;69,1;12.4;2,12;-;17.1%;45;OBSERVAR;baixa;True;710600
BHIA3;0,78;2,63;-4,88;-27,78;24,6;-0,008;14,1;0,88;7,84;5,4;602,6;-;0,29;-;-188.5%;40;OBSERVAR;alta;False;5101800
SANB11;25,41;-0,86;-4,58;-3,18;41,1;-0,053;12,5;0,53;2,82;7,6;43,5;12.4;0,75;-;10.5%;40;OBSERVAR;alta;False;2280600
ENJU3;0,66;-1,49;-18,52;-14,29;31,4;-0,024;3,3;0,6;9,16;4,8;62,1;-;0,46;-;-5.8%;40;OBSERVAR;baixa;True;715200
SMTO3;14,26;-0,07;-9,23;-7,36;35,0;-0,146;5,9;0,5;3,67;12,0;50,1;5.6;0,63;-;11.9%;40;OBSERVAR;baixa;True;635000
PLPL3;7,48;3,6;1,36;-10,53;42,6;0,001;28,3;0,34;5,29;3,6;132,4;4.5;1,43;-;38.0%;40;OBSERVAR;baixa;True;563800
TAEE11;39,55;1,28;-4,51;-3,28;42,7;-0,244;12,4;0,31;2,02;29,7;12,6;39.9;1,71;-;20.6%;40;OBSERVAR;baixa;True;521400
SANB4;12,95;-0,84;-4,07;-5,53;38,5;-0,036;-2,1;1,22;2,78;4,6;42,7;7.9;0,38;-;10.5%;40;OBSERVAR;baixa;True;324400
SANB3;12,49;-2,04;-4,73;-1,68;43,2;-0,012;24,5;0,99;2,94;10,8;44,3;7.6;0,37;-;10.5%;40;OBSERVAR;baixa;True;269100
VITT3;3,09;0,0;-4,92;-4,33;38,7;-0,026;-4,5;1,34;4,25;0,7;51,6;8.4;0,78;-;9.8%;40;OBSERVAR;baixa;True;250800
SBSP3;27,21;2,25;-5,36;-9,03;38,3;-0,305;2,7;0,43;3,03;35,2;29,8;10.7;2,18;-;21.2%;35;NEUTRO;alta;False;4970400
BBDC3;15,85;-1,18;-2,94;2,03;48,8;-0,042;34,8;0,69;2,16;31,9;14,9;7.5;0,93;-;13.4%;35;NEUTRO;alta;False;3657900
MULT3;28,0;1,67;-1,51;-4,08;43,9;-0,113;19,0;1,08;2,48;16,9;26,0;11.3;2,12;-;20.0%;35;NEUTRO;alta;False;3169500
ENGI11;49,11;1,34;-1,78;1,49;49,7;-0,17;37,4;0,26;2,43;23,8;20,6;35.6;0,96;-;12.1%;35;NEUTRO;baixa;True;678200
MLAS3;1,78;2,3;0,0;8,54;58,5;0,003;79,2;0,56;4,29;122,4;4,5;8.1;0,47;-;6.0%;35;NEUTRO;baixa;True;659100
CSNA3;5,15;-0,96;-2,83;11,47;46,6;0,057;51,5;0,69;5,07;14,7;119,8;-;0,53;-;-8.3%;30;NEUTRO;alta;False;7722400
ITUB4;42,5;1,63;-0,14;0,07;52,2;-0,14;42,5;0,19;1,93;39,3;14,6;10.3;2,23;-;21.8%;30;NEUTRO;alta;False;3214500
ITSA4;13,68;1,41;-0,36;1,33;53,3;-0,04;50,1;0,14;1,92;53,3;10,0;9.0;1,7;-;18.4%;30;NEUTRO;alta;False;2158200
VIVT3;32,61;0,22;-5,61;-5,37;37,6;-0,311;-7,3;0,45;3,04;14,6;26,4;15.8;1,52;-;9.9%;30;NEUTRO;alta;False;2096000
POMO4;5,32;0,19;1,14;-11,19;41,1;0,011;37,0;0,2;2,7;6,4;49,5;5.3;1,63;-;30.9%;30;NEUTRO;alta;False;1675200
WEGE3;46,68;2,28;2,21;0,91;56,9;0,185;76,8;0,19;3,11;38,2;16,3;31.3;11,25;-;30.8%;30;NEUTRO;alta;False;1546500
UGPA3;32,47;1,47;-2,76;22,07;65,9;-0,032;71,0;0,11;2,65;113,2;2,8;11.4;2,11;-;19.2%;30;NEUTRO;alta;False;1225600
BBSE3;40,96;0,1;-3,4;5,92;57,7;-0,145;59,2;0,26;1,89;41,9;4,6;8.6;6,29;-;75.6%;30;NEUTRO;alta;False;1190400
ECOR3;6,93;0,58;-0,43;-6,98;43,0;-0,025;23,7;0,38;3,76;14,2;72,2;6.5;1,18;-;17.3%;30;NEUTRO;alta;False;1159200
AZZA3;16,05;-0,62;-5,87;-7,44;35,4;-0,201;2,5;0,62;4,61;0,1;117,9;4.0;0,4;-;10.5%;30;NEUTRO;baixa;True;999500
EGIE3;29,73;1,5;-1,39;-8,13;37,1;-0,086;24,6;0,24;2,77;11,2;30,6;13.3;2,5;-;20.2%;30;NEUTRO;baixa;True;937900
CSMG3;62,35;0,86;-2,5;0,82;50,3;-0,526;25,1;0,26;2,84;170,0;8,8;17.5;2,7;-;15.9%;30;NEUTRO;baixa;True;903700
ISAE4;26,56;1,03;-6,81;-8,07;39,1;-0,25;14,6;0,15;2,84;35,2;20,6;7.5;0,82;-;11.3%;30;NEUTRO;baixa;True;559400
USIM3;6,87;-6,02;-8,89;-11,13;32,7;0,011;-17,5;1,45;5,09;66,3;59,4;-;0,41;-;-9.3%;30;NEUTRO;baixa;True;541000
JHSF3;10,9;3,02;-2,24;-1,0;49,6;-0,008;53,1;0,17;3,51;130,8;30,7;3.4;1,03;-;27.9%;30;NEUTRO;baixa;True;447100
ITUB3;44,93;1,51;-0,42;0,88;53,6;-0,191;42,4;0,23;1,9;65,3;5,3;10.9;2,36;-;21.8%;30;NEUTRO;baixa;True;400800
PSSA3;54,06;0,46;-2,03;1,12;52,6;-0,214;46,5;0,3;2,23;26,0;2,8;9.5;2,23;-;25.2%;30;NEUTRO;baixa;True;369500
BBDC4;18,27;-0,44;-2,4;2,55;50,2;-0,043;40,6;1,15;2,17;29,8;16,4;8.7;1,07;-;13.4%;25;NEUTRO;alta;False;30802300
