ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
VULC3;12,86;-1,61;-4,17;-5,65;30,8;-0,041;-6,6;0,36;2,91;1,1;57,3;4.2;1,61;-;37.1%;45;OBSERVAR;60;FORTE OPORTUNIDADE;['RSI sobrevendido (31)', 'Preço tocando banda inferior Bollinger', 'Small Cap (potencial alto)'];baixa;True;765700;False
SUZB3;47,37;0,72;3,52;17,31;69,8;0,174;78,8;0,04;2,29;0,0;0,0;7.2;1,34;-;17.6%;40;OBSERVAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;253400;False
DIRR3;11,12;-2,71;0,18;1,0;47,4;0,116;64,6;0,04;3,86;9,2;55,2;6.8;2,48;-;41.9%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.9%)', 'Small Cap (potencial alto)'];baixa;True;329700;False
AMBP3;0,14;0,0;-17,65;-6,67;39,2;-0,002;16,7;0,22;7,84;0,0;10114,3;-;0,21;-;-1.3%;30;NEUTRO;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 7.8%)', 'Small Cap (potencial alto)'];baixa;True;955700;False
CMIG4;11,61;-0,77;7,6;11,63;70,8;0,166;101,4;0,05;2,28;21,9;14,9;7.2;1,14;-;15.9%;30;NEUTRO;-10;EVITAR;['Small Cap (potencial alto)'];baixa;True;713300;False
PETR3;54,03;1,48;3,17;19,38;72,1;0,581;93,8;0,06;2,66;89,9;0,9;5.3;1,45;-;30.3%;30;NEUTRO;-10;EVITAR;['Small Cap (potencial alto)'];baixa;True;649100;False
BEEF3;3,94;-0,51;2,87;20,49;58,7;0,01;66,7;0,02;4,64;32,7;85,7;10.1;2,47;-;23.2%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.6%)', 'Small Cap (potencial alto)'];baixa;True;472100;False
ALPA4;13,25;1,53;-5,36;2,95;50,5;-0,081;47,1;0,15;4,8;69,2;22,4;13.4;2,49;-;18.1%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.8%)', 'Small Cap (potencial alto)'];baixa;True;285900;False
PRIO3;62,82;1,32;-1,83;6,03;56,3;-0,061;73,4;0,07;3,08;83,8;16,2;13.1;1,78;-;14.2%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Small Cap (potencial alto)'];baixa;True;435800;False
RECV3;11,5;2,22;1,59;14,2;66,2;0,074;92,4;0,17;3,13;29,4;19,9;6.8;0,76;-;11.3%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Small Cap (potencial alto)'];baixa;True;377800;False
POMO4;4,52;-1,53;1,12;7,74;48,8;0,066;72,0;0,03;3,33;14,9;70,8;4.7;1,32;-;28.3%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.3%)', 'Small Cap (potencial alto)'];baixa;True;339600;False
ITSA4;14,07;-0,85;6,67;11,61;69,0;0,19;94,8;0,03;2,22;44,8;6,8;8.7;1,68;-;18.9%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;702700;False
ASAI3;8,96;-1,86;5,41;10,89;58,3;0,091;79,6;0,03;4,3;29,7;18,3;24.2;1,89;-;16.2%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Small Cap (potencial alto)'];baixa;True;304600;False
CMIN3;6,87;2,23;12,99;23,34;73,3;0,077;103,5;0,08;3,96;68,4;0,0;21.5;5,06;-;28.1%;20;NEUTRO;5;EVITAR;['Volatilidade alta (ATR 4.0%)', 'Small Cap (potencial alto)'];baixa;True;267200;False
BBAS3;22,56;-0,18;6,89;17,59;74,7;0,431;88,4;0,04;2,96;27,4;21,5;10.5;0,71;-;10.5%;15;EVITAR;-20;EVITAR;[];alta;False;1227900;False
ONCO3;1,21;0,83;12,04;116,07;52,1;-0,022;48,9;0,03;20,24;128,3;222,9;-;80,67;-;-273.5%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 20.2%)'];alta;False;1157500;False
SLCE3;17,95;6,53;10,06;34,96;83,0;0,173;97,4;0,32;2,76;42,7;8,5;29.0;1,64;-;7.0%;15;EVITAR;-20;EVITAR;[];alta;False;1098200;False
COGN3;2,4;-2,04;2,56;18,23;62,4;0,032;81,8;0,05;4,09;20,6;96,9;6.7;0,35;-;4.9%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;1036000;False
