ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
OPCT3;9,32;-10,81;-16,41;-2,51;33,6;-0,094;-0,7;1,81;5,48;28,5;25,6;11.1;1,8;-;17.2%;85;FORTE OPORTUNIDADE;80;FORTE OPORTUNIDADE;['RSI sobrevendido (34)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.5%)', 'Volume alto (1.8x)'];alta;False;2010700;False
CURY3;29,05;-4,66;-10,28;-7,63;37,0;-0,386;-3,7;1,85;4,62;10,0;38,5;8.0;5,41;-;68.5%;70;FORTE OPORTUNIDADE;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.6%)', 'Volume alto (1.8x)'];alta;False;6217200;False
DIRR3;10,05;-0,3;-8,14;-4,38;33,8;-0,083;8,7;1,58;4,33;3,9;71,7;6.2;2,25;-;41.9%;65;FORTE OPORTUNIDADE;80;FORTE OPORTUNIDADE;['RSI sobrevendido (34)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.3%)', 'Volume alto (1.6x)'];alta;False;16618700;False
CMIN3;5,46;-10,2;-21,89;-7,61;37,2;-0,111;4,4;1,6;6,11;33,8;29,5;17.1;4,02;-;28.1%;65;FORTE OPORTUNIDADE;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 6.1%)', 'Volume alto (1.6x)'];alta;False;12952100;False
ALUP11;32,7;-0,82;-3,8;4,14;48,0;-0,044;40,7;3,39;2,07;11,7;12,0;7.8;1,12;-;15.8%;60;FORTE OPORTUNIDADE;15;EVITAR;['Volume alto (3.4x)'];alta;False;3689400;False
COGN3;2,26;-3,83;-5,04;9,71;47,3;-0,005;42,0;0,98;4,69;13,6;109,1;6.3;0,33;-;4.9%;55;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 4.7%)'];alta;False;28828900;False
AXIA3;53,8;-2,59;-3,41;5,91;49,9;-0,063;44,2;1,97;2,79;14,4;26,1;10.3;1,26;-;10.0%;55;OBSERVAR;15;EVITAR;['Volume alto (2.0x)'];alta;False;23390200;False
RADL3;20,23;0,0;2,38;14,16;60,0;0,008;75,3;1,54;3,39;25,7;34,1;23.8;4,85;-;20.0%;50;OBSERVAR;50;OBSERVAR;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.4%)', 'Volume alto (1.5x)'];alta;False;12619800;False
MDIA3;16,81;-1,0;-2,27;-1,64;39,2;-0,047;6,8;2,66;2,42;0,6;71,3;8.8;0,66;-;7.8%;50;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volume alto (2.7x)'];alta;False;2115000;False
MILS3;15,9;0,51;0,19;1,73;66,0;0,003;104,1;1,53;0,71;55,9;0,6;8.5;1,92;-;26.3%;50;OBSERVAR;45;OBSERVAR;['MACD cruzou para positivo', 'Volume alto (1.5x)', 'Small Cap (potencial alto)'];baixa;True;714800;False
SANB11;29,47;-1,04;-1,5;2,68;48,8;-0,129;26,3;0,97;2,27;18,2;23,7;14.4;0,87;-;11.2%;45;OBSERVAR;0;EVITAR;[];alta;False;3389200;False
