ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
BEEF3;3,99;5,28;2,84;15,99;60,6;0,016;74,5;2,06;4,8;34,3;83,3;10.5;2,5;-;23.2%;50;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 4.8%)', 'Volume alto (2.1x)'];alta;False;41414700
PRIO3;60,01;-2,42;-0,88;4,46;47,5;-0,109;30,1;0,98;3,23;75,6;21,6;12.6;1,7;-;14.2%;45;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 3.2%)'];alta;False;6539800
OPCT3;11,45;4,76;9,78;6,61;64,8;0,173;109,6;1,56;3,73;78,9;0,1;13.6;2,21;-;17.2%;40;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 3.7%)', 'Volume alto (1.6x)'];alta;False;1174700
BMOB3;25,96;3,67;4,8;14,57;66,8;0,275;95,8;1,76;3,13;40,4;8,5;14.0;2,3;-;16.4%;40;OBSERVAR;40;OBSERVAR;['Volatilidade alta (ATR 3.1%)', 'Volume alto (1.8x)', 'Small Cap (potencial alto)'];baixa;True;859100
RAPT4;4,81;-6,78;-0,41;-3,61;48,8;0,031;54,4;1,99;4,1;15,1;45,9;-;0,54;-;-1.4%;35;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 4.1%)', 'Volume alto (2.0x)'];alta;False;4930100
SHUL4;4,42;-1,12;-3,28;2,08;46,0;0,009;53,9;1,47;2,31;11,6;25,9;6.1;1,01;-;16.9%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;694500
AGRO3;19,21;1,11;-0,41;6,31;57,9;0,055;74,5;2,09;2,2;7,6;18,4;-;0,94;-;-0.7%;35;NEUTRO;25;NEUTRO;['Volume alto (2.1x)', 'Small Cap (potencial alto)'];baixa;True;255700
VSTE3;2,43;-11,31;0,0;-15,92;40,2;0,036;27,0;4,69;6,32;2,5;131,1;5.9;0,26;-;-;35;NEUTRO;40;OBSERVAR;['Volatilidade alta (ATR 6.3%)', 'Volume alto (4.7x)', 'Small Cap (potencial alto)'];baixa;True;255200
MOTV3;16,67;1,28;10,69;15,04;77,6;0,251;101,9;1,28;2,82;23,5;6,5;9.9;1,89;-;22.0%;30;NEUTRO;-20;EVITAR;[];alta;False;20187800
UGPA3;37,19;2,03;10,59;22,42;77,1;0,324;96,8;0,74;3,0;106,6;1,1;11.4;2,41;-;19.8%;30;NEUTRO;-20;EVITAR;[];alta;False;8442800
VBBR3;36,74;-0,35;10,07;7,33;66,3;0,262;103,0;0,48;2,79;83,8;1,1;8.6;2,02;-;22.6%;30;NEUTRO;0;EVITAR;[];alta;False;4890400
BBSE3;42,2;1,22;5,45;9,95;75,1;0,45;98,2;0,48;2,09;50,4;1,8;8.9;7,52;-;85.9%;30;NEUTRO;-20;EVITAR;[];alta;False;3083600
SUZB3;46,7;-0,19;1,54;11,99;66,4;0,207;77,0;0,31;2,4;19,2;27,7;7.1;1,32;-;17.6%;30;NEUTRO;0;EVITAR;[];alta;False;2369000
ALPA4;13,48;-1,89;-6,39;-0,37;53,0;0,022;55,9;1,14;4,42;72,1;20,3;13.6;2,53;-;18.1%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;2259800
AMBP3;0,14;-6,67;-12,5;-12,5;39,2;-0,001;9,3;0,49;9,09;0,0;10114,3;-;0,21;-;-1.3%;30;NEUTRO;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 9.1%)'];alta;False;2256700
TEND3;34,47;2,53;5,25;4,45;59,2;0,213;92,4;0,8;4,55;67,9;8,0;7.3;2,75;-;40.6%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.5%)'];alta;False;2097000
ITUB3;45,88;0,2;8,15;5,15;67,9;0,542;106,4;0,58;2,35;58,0;3,1;10.7;2,32;-;21.5%;30;NEUTRO;0;EVITAR;[];alta;False;1069000
ALUP11;33,66;0,57;2,94;5,69;64,7;0,226;93,4;0,87;2,16;17,1;8,8;8.1;1,15;-;15.8%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;942800
SEER3;13,65;2,17;15,91;17,36;70,7;0,307;98,2;0,54;4,31;75,1;2,0;6.6;1,15;-;19.1%;30;NEUTRO;5;EVITAR;['Volatilidade alta (ATR 4.3%)', 'Small Cap (potencial alto)'];baixa;True;872000
TFCO4;13,09;-0,08;1,47;-10,4;43,1;0,075;46,0;0,48;3,71;4,3;38,9;13.9;3,24;-;25.7%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.7%)', 'Small Cap (potencial alto)'];baixa;True;344200
CSED3;5,57;6,5;12,75;26,59;78,6;0,11;104,8;0,9;4,04;64,3;26,3;6.6;1,21;-;19.3%;30;NEUTRO;5;EVITAR;['Volatilidade alta (ATR 4.0%)', 'Small Cap (potencial alto)'];baixa;True;283700
BBAS3;22,51;0,27;12,16;12,77;74,9;0,48;98,8;0,61;3,05;27,2;21,8;10.5;0,71;-;10.5%;25;NEUTRO;-5;EVITAR;['Volatilidade alta (ATR 3.1%)'];alta;False;21361100
LREN3;11,37;-0,26;6,26;-8,23;44,8;0,16;63,7;0,49;4,06;8,5;45,2;7.6;1,06;-;14.5%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;8990000
RECV3;11,08;-3,15;4,23;11,86;59,5;0,084;78,0;1,27;3,28;24,7;24,4;6.5;0,73;-;11.3%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;2490500
OBTC3;7,03;9,67;-1,13;9,5;55,3;-0,065;64,5;1,97;6,35;23,1;61,9;-;1,97;-;-;25;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 6.4%)', 'Volume alto (2.0x)'];alta;False;2412400
HYPE3;23,21;2,11;8,66;7,45;68,6;0,175;113,7;0,74;2,91;18,2;15,5;8.8;1,13;-;13.2%;25;NEUTRO;0;EVITAR;[];alta;False;2285700
VULC3;13,09;0,61;-2,24;-6,77;35,4;-0,028;0,7;1,02;2,84;2,0;54,5;4.4;1,64;-;37.1%;25;NEUTRO;20;NEUTRO;['Preço tocando banda inferior Bollinger'];alta;False;2086100
IRBR3;61,7;3,78;9,92;18,34;77,1;1,118;107,3;2,62;2,92;38,7;4,9;21.0;0,95;-;4.6%;25;NEUTRO;-5;EVITAR;['Volume alto (2.6x)'];alta;False;2032000
GRND3;3,7;0,27;6,94;5,85;63,8;0,035;104,5;0,52;2,6;10,8;32,0;5.8;1,06;-;17.9%;25;NEUTRO;0;EVITAR;[];alta;False;1997200
EGIE3;30,28;-0,26;5,1;3,88;63,1;0,372;95,2;0,38;2,43;13,4;25,7;8.8;2,3;-;28.6%;25;NEUTRO;0;EVITAR;[];alta;False;1383000
MYPK3;9,87;2,49;8,7;5,45;65,5;0,088;110,5;0,9;2,91;14,9;41,0;16.2;0,36;-;4.9%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;665000
CBAV3;11,17;-0,27;-0,45;0,45;57,3;-0,011;56,3;0,3;0,54;223,3;0,8;12.1;1,44;-;14.6%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;641700
PNVL3;13,09;1,79;9,63;7,83;72,8;0,147;105,5;0,88;3,52;49,5;24,5;14.4;1,48;-;10.8%;25;NEUTRO;5;EVITAR;['Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;585300
RCSL3;0,4;8,11;5,26;-2,44;47,1;-0,002;48,1;2,48;8,69;14,3;192,5;6.7;-3,7;-;-;25;NEUTRO;40;OBSERVAR;['Volatilidade alta (ATR 8.7%)', 'Volume alto (2.5x)', 'Small Cap (potencial alto)'];baixa;True;573300
GFSA3;0,21;-4,55;0,0;-8,7;29,3;0,018;37,5;0,17;13,57;5,0;6447,6;-;0,0;-;-34.7%;25;NEUTRO;55;OBSERVAR;['RSI sobrevendido (29)', 'Volatilidade alta (ATR 13.6%)', 'Small Cap (potencial alto)'];baixa;True;455600
BRST3;2,88;0,35;5,88;2,86;59,2;0,015;99,1;1,0;2,9;8,7;23,3;22.2;0,8;-;3.8%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;205700
ASAI3;9,14;0,33;12,01;10,92;62,6;0,11;99,1;0,49;4,4;32,3;16,0;24.7;1,93;-;16.2%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;6150100
CYRE3;25,42;0,32;10,43;17,31;67,4;0,281;86,2;0,66;4,18;28,6;41,7;5.5;0,99;-;20.6%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.2%)'];alta;False;5525100
CMIN3;6,67;0,15;11,17;22,39;71,7;0,064;106,5;0,71;4,19;63,5;2,8;20.8;4,91;-;28.1%;20;NEUTRO;-5;EVITAR;['Volatilidade alta (ATR 4.2%)'];alta;False;4844800
PETR3;51,88;-1,33;7,52;16,74;66,4;0,578;87,6;0,41;2,85;82,4;5,1;5.1;1,39;-;30.3%;20;NEUTRO;0;EVITAR;[];alta;False;4478900
WEGE3;51,9;-0,31;3,84;7,86;71,3;0,188;97,6;0,64;2,25;52,5;4,6;34.8;12,5;-;30.8%;20;NEUTRO;-20;EVITAR;[];alta;False;4421000
GGPS3;13,02;0,93;3,5;11,95;65,6;0,138;86,6;0,61;3,47;19,9;50,9;10.5;2,18;-;22.3%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;2165500
TOTS3;34,67;-0,43;0,76;7,64;64,1;0,207;78,3;0,49;3,34;29,6;37,5;22.8;3,64;-;17.0%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;1980600
LIGT3;3,57;-1,92;-0,56;15,16;62,3;0,035;78,9;0,38;5,3;48,1;81,8;2.4;0,14;-;32.4%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 5.3%)'];alta;False;1489300
INTB3;15,09;-0,26;2,79;2,51;60,3;0,069;83,6;1,0;3,45;52,3;3,8;8.2;1,5;-;18.6%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;1201200
CURY3;33,3;1,52;1,77;8,29;58,1;0,209;85,1;0,3;4,27;26,0;20,9;9.1;6,2;-;68.5%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.3%)'];alta;False;1108300
TAEE11;41,7;0,36;7,81;7,95;73,8;0,487;106,0;0,33;2,16;31,0;5,1;39.3;1,78;-;20.9%;20;NEUTRO;-10;EVITAR;['Small Cap (potencial alto)'];baixa;True;768000
BLAU3;9,4;-1,05;3,3;7,67;55,0;0,079;77,7;1,44;3,56;13,5;51,9;9.3;0,93;-;10.3%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.6%)', 'Small Cap (potencial alto)'];baixa;True;334900
ALLD3;5,17;-1,15;0,78;12,39;58,3;0,003;61,0;0,6;2,99;17,0;59,3;1.4;0,32;-;23.6%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;306300
MDIA3;17,8;0,96;3,91;1,95;61,6;0,091;108,2;0,36;2,44;6,5;61,8;9.3;0,7;-;7.8%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;291200
ONCO3;1,41;3,68;13,71;127,42;58,1;-0,001;67,4;0,77;18,6;166,0;177,1;-;94,0;-;-273.5%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 18.6%)'];alta;False;32217200
ITUB4;41,93;0,02;7,04;2,94;62,9;0,473;104,0;0,6;2,38;26,3;16,1;10.0;2,12;-;21.5%;15;EVITAR;0;EVITAR;[];alta;False;16739900
ITSA4;13,9;1,16;7,53;5,42;69,0;0,172;105,6;0,67;2,23;43,0;8,1;8.6;1,66;-;18.9%;15;EVITAR;0;EVITAR;[];alta;False;15554600
CSNA3;6,32;-0,94;21,31;38,29;72,7;0,187;99,8;0,85;5,88;50,8;79,1;-;0,69;-;-12.3%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 5.9%)'];alta;False;15481300
CPLE3;15,7;-0,51;6,95;7,02;70,5;0,198;96,4;0,68;2,15;53,4;7,5;14.7;2,07;-;12.8%;15;EVITAR;-20;EVITAR;[];alta;False;13722600
CMIG4;11,23;0,45;6,85;2,84;66,5;0,128;104,3;0,57;2,28;17,9;18,8;6.9;1,1;-;15.9%;15;EVITAR;0;EVITAR;[];alta;False;9553800
RAIL3;14,48;-2,23;-2,69;6,55;53,5;0,049;62,6;0,75;3,46;19,1;19,7;21.6;1,86;-;8.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;9372500
VALE3;78,73;0,36;0,19;7,96;60,0;0,385;74,5;0,44;2,68;53,3;13,2;30.9;1,7;-;4.1%;15;EVITAR;0;EVITAR;[];alta;False;8913500
GOAU4;11,15;0,45;7,01;2,36;63,3;0,091;83,5;0,69;3,28;69,0;2,6;18.6;0,77;-;4.2%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;7497600
DIRR3;11,42;-0,44;5,06;-1,38;53,4;0,152;85,7;0,76;3,93;12,2;51,1;7.0;2,55;-;41.9%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.9%)'];alta;False;6923000
PCAR3;2,84;5,19;7,58;-2,74;54,6;-0,017;65,3;1,26;5,84;102,9;62,0;-;3,42;-;-129.4%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.8%)'];alta;False;6170500
BPAC11;58,9;0,15;9,93;10,85;70,5;0,863;100,1;0,48;2,98;36,8;9,6;95.9;3,53;-;24.4%;15;EVITAR;-20;EVITAR;[];alta;False;5947100
AXIA3;55,47;-0,5;4,46;4,56;65,6;0,47;91,2;0,43;2,79;28,7;22,3;10.6;1,3;-;10.0%;15;EVITAR;0;EVITAR;[];alta;False;5137800
MRVE3;5,57;-0,71;7,32;24,89;63,1;0,062;77,1;0,33;5,29;32,6;89,0;-;0,69;-;-10.0%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.3%)'];alta;False;4684200
GGBR4;25,38;0,95;6,64;2,34;62,6;0,228;85,8;0,4;3,41;62,4;3,1;22.1;0,93;-;4.2%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.4%)'];alta;False;4387600
ANIM3;2,96;2,42;7,64;35,16;72,4;0,064;86,8;0,44;5,18;54,2;78,7;7.2;0,46;-;9.6%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 5.2%)'];alta;False;4169900
SANB11;30,27;-0,56;0,87;3,42;61,6;-0,02;91,2;0,8;2,06;21,4;20,4;14.8;0,89;-;11.2%;15;EVITAR;0;EVITAR;[];alta;False;3824900
GMAT3;4,88;1,67;2,09;30,83;73,7;0,06;84,2;0,5;3,78;42,3;48,4;6.8;1,0;-;14.3%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 3.8%)'];alta;False;3699700
YDUQ3;9,64;1,58;9,05;21,11;71,6;0,188;93,9;0,73;4,23;37,3;58,6;23.0;0,84;-;3.8%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 4.2%)'];alta;False;3389200
NATU3;8,93;-2,93;2,17;7,85;59,0;0,109;75,3;0,47;4,33;25,2;24,9;-;0,98;-;-2.5%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.3%)'];alta;False;3234900
AUAU3;4,0;1,78;19,4;13,64;74,7;0,081;108,0;0,64;4,0;43,1;2,5;-;1,1;-;9.1%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 4.0%)'];alta;False;3224500
MULT3;30,09;-0,86;9,9;8,28;68,7;0,422;105,2;0,73;2,55;17,4;17,2;10.7;2,19;-;21.9%;15;EVITAR;0;EVITAR;[];alta;False;2987700
ALOS3;28,81;-0,72;9,09;8,15;69,9;0,384;101,9;0,64;2,35;36,8;12,6;15.2;1,12;-;7.6%;15;EVITAR;0;EVITAR;[];alta;False;2833100
EMBJ3;94,65;0,77;-0,6;2,3;53,1;-0,996;33,7;0,47;2,76;39,5;11,0;30.0;3,76;-;12.2%;15;EVITAR;0;EVITAR;[];alta;False;2538600
VIVT3;30,04;-0,89;1,45;-1,41;43,2;0,237;70,6;0,48;2,15;4,0;36,7;14.7;1,4;-;9.9%;15;EVITAR;0;EVITAR;[];alta;False;2487100
FLRY3;20,3;1,0;7,58;9,48;76,9;0,097;108,1;0,53;2,6;57,3;0,8;17.5;2,21;-;12.6%;15;EVITAR;-20;EVITAR;[];alta;False;2414200
CXSE3;19,87;0,51;2,95;2,85;62,2;0,201;90,7;0,42;2,3;54,9;11,4;13.2;4,32;-;33.3%;15;EVITAR;0;EVITAR;[];alta;False;2398600
RCSL4;0,43;0,0;4,88;-15,69;39,8;-0,023;24,8;0,34;16,09;68,6;544,8;7.2;-2,42;-;-;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 16.1%)'];alta;False;2287200
LWSA3;4,2;0,48;-2,55;9,45;59,5;0,012;68,8;0,5;3,71;29,5;13,1;-;0,97;-;-7.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.7%)'];alta;False;1942600
SLCE3;16,55;0,36;4,95;25,19;75,8;0,13;79,4;0,58;2,69;31,6;17,7;26.3;1,51;-;7.0%;15;EVITAR;-20;EVITAR;[];alta;False;1846600
PLPL3;7,23;0,7;2,99;2,99;50,5;0,081;72,0;1,11;5,42;12,6;140,4;4.8;1,31;-;31.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.4%)'];alta;False;1707800
ENGI11;51,59;0,43;8,91;11,27;72,0;0,802;99,3;0,4;2,86;23,8;13,6;37.4;1,01;-;9.4%;15;EVITAR;-20;EVITAR;[];alta;False;1640200
MLAS3;1,85;-1,6;-2,63;10,12;53,5;0,006;61,2;0,61;5,15;131,1;7,6;5.0;0,46;-;9.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.2%)'];alta;False;1447100
BMGB4;5,92;-0,17;14,73;16,13;76,7;0,111;102,5;1,23;2,81;77,2;1,7;4.5;0,75;-;14.0%;15;EVITAR;-20;EVITAR;[];alta;False;1376900
AMER3;5,56;4,51;18,55;33,98;71,9;0,11;96,5;0,83;5,55;65,0;58,6;3.6;0,27;-;-;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 5.6%)'];alta;False;1352300
JALL3;2,62;-1,13;5,22;29,06;63,5;0,03;73,5;1,03;5,2;39,4;44,8;-;0,41;-;-2.6%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.2%)'];alta;False;1310300
DXCO3;5,64;0,0;8,46;8,05;72,4;0,061;104,6;0,6;3,27;27,4;10,3;-;0,74;-;0.7%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;1163700
CASH3;5,44;-3,2;-1,63;7,3;54,3;-0,032;51,9;0,55;5,69;69,5;10,3;-;1,44;-;-20.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.7%)'];alta;False;1010500
SMTO3;20,48;1,19;10,23;38,66;70,2;0,306;80,4;0,38;4,54;60,9;4,5;8.4;0,9;-;11.3%;15;EVITAR;5;EVITAR;['Volatilidade alta (ATR 4.5%)', 'Small Cap (potencial alto)'];baixa;True;974800
AZEV3;8,72;-3,11;112,17;135,68;56,8;-0,095;66,0;0,53;22,02;608,9;72,0;-;2,34;-;-111.2%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 22.0%)', 'Small Cap (potencial alto)'];baixa;True;930600
POSI3;3,45;0,29;2,68;-2,27;50,0;0,025;79,5;0,89;3,83;8,5;39,1;38.3;0,31;-;0.8%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 3.8%)', 'Small Cap (potencial alto)'];baixa;True;793400
ABCB4;24,49;-1,41;6,02;4,08;66,2;0,255;96,8;1,45;1,97;28,3;11,6;4.4;0,87;-;14.9%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;754900
PSSA3;51,35;0,21;5,07;1,84;59,5;0,608;98,9;0,45;2,43;19,7;8,2;9.0;2,04;-;24.2%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;741000
