ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
VBBR3;36,55;4,94;8,75;4,16;66,0;0,106;122,2;0,79;2,91;82,9;0,2;8.6;2,01;-;22.6%;40;OBSERVAR;20;NEUTRO;['MACD cruzou para positivo'];alta;False;7171300
ONCO3;0,99;-8,33;-48,44;65,0;47,3;-0,017;44,7;0,52;26,05;86,8;294,7;-;66,0;-;-273.5%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 26.0%)'];alta;False;20129300
GOAU4;11,02;4,36;10,87;-3,4;61,6;0,034;78,8;0,47;3,32;67,0;3,8;18.4;0,76;-;4.2%;35;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.3%)'];alta;False;4676000
EMBJ3;93,35;1,27;-3,99;0,37;49,5;-1,151;25,2;0,39;2,92;37,6;12,6;29.2;3,71;-;12.2%;35;NEUTRO;0;EVITAR;[];alta;False;1974100
HYPE3;22,39;2,94;1,73;4,33;62,0;0,079;105,9;0,38;2,9;14,0;19,7;8.5;1,09;-;13.2%;35;NEUTRO;0;EVITAR;[];alta;False;1105900
OBTC3;6,47;1,09;-8,87;3,52;46,1;-0,065;34,1;1,48;6,52;13,3;75,9;-;1,11;-;-;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 6.5%)'];alta;False;1088300
MOTV3;16,47;4,97;9,07;10,02;76,0;0,226;114,6;1,34;2,81;22,0;7,8;9.8;1,87;-;22.0%;30;NEUTRO;-20;EVITAR;[];alta;False;16771700
AMBP3;0,15;-11,76;-11,76;-6,25;44,5;0,001;32,6;1,97;9,29;7,1;9433,3;-;0,23;-;-1.3%;30;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 9.3%)', 'Volume alto (2.0x)'];alta;False;10005400
BEEF3;3,88;1,31;-5,37;7,48;57,6;0,026;69,4;0,42;4,73;30,6;88,5;9.9;2,44;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.7%)'];alta;False;7147700
PETR3;53,42;2,0;16,31;16,48;75,8;0,639;117,4;0,66;2,7;87,8;0,1;5.2;1,43;-;30.3%;30;NEUTRO;-20;EVITAR;[];alta;False;6808900
