ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
ITUB4;41,82;-2,43;-2,52;-1,46;46,9;-0,157;14,0;1,16;1,98;37,1;16,5;10.2;2,2;-;21.8%;65;FORTE OPORTUNIDADE;alta;False;20532400
TIMS3;19,48;-3,8;-11,93;-11,97;26,5;-0,297;-24,3;2,43;3,81;6,2;45,5;10.8;1,91;-;17.3%;65;FORTE OPORTUNIDADE;alta;False;17299300
SANB11;25,63;-7,37;-4,9;-1,94;42,6;0,033;17,4;3,42;2,81;8,5;42,3;12.5;0,76;-;10.5%;65;FORTE OPORTUNIDADE;alta;False;14783200
TTEN3;12,3;-3,91;-19,61;-18,44;25,5;-0,28;-29,3;5,88;4,91;2,9;45,5;8.8;1,29;-;15.7%;65;FORTE OPORTUNIDADE;alta;False;8741000
CXSE3;20,33;-0,83;-9,32;2,37;41,9;-0,306;13,3;0,78;2,65;64,1;10,9;13.9;4,43;-;31.6%;65;FORTE OPORTUNIDADE;alta;False;4804000
ITUB3;44,26;-2,58;-2,73;-0,63;48,1;-0,199;12,6;1,0;1,95;62,9;6,9;10.7;2,33;-;21.8%;65;FORTE OPORTUNIDADE;alta;False;1788900
WIZC3;8,13;-0,49;-1,93;2,91;47,6;-0,042;16,7;1,15;2,06;22,9;23,2;6.7;1,89;-;28.6%;65;FORTE OPORTUNIDADE;baixa;True;264500
TAEE4;13,18;-2,01;-4,84;-1,49;37,4;-0,071;-14,7;1,93;2,04;29,8;13,5;8.7;0,57;-;20.6%;60;FORTE OPORTUNIDADE;baixa;True;314000
SBSP3;26,61;-5,87;-9,15;-10,85;32,8;-0,292;-21,2;2,54;3,15;32,3;32,7;10.5;2,14;-;21.2%;55;OBSERVAR;alta;False;30255800
DIRR3;11,09;-4,73;-5,21;-20,04;31,4;-0,116;11,4;0,96;4,35;0,4;55,6;7.0;2,71;-;42.9%;55;OBSERVAR;alta;False;7474700
CSMG3;61,82;-3,99;-3,41;1,11;48,4;-0,506;17,3;1,28;2,95;167,7;9,7;17.3;2,67;-;15.9%;55;OBSERVAR;alta;False;4712300
EGIE3;29,29;-2,4;-3,33;-10,4;32,5;-0,127;13,3;0,4;2,9;9,6;32,5;13.1;2,46;-;20.2%;55;OBSERVAR;alta;False;1698800
ITSA4;13,49;-1,96;-2,39;0,67;49,0;-0,044;26,9;0,91;1,97;51,2;11,6;8.9;1,68;-;18.4%;50;OBSERVAR;alta;False;15366700
JHSF3;10,58;-4,25;-7,27;-4,52;43,6;-0,007;21,7;1,78;3,65;124,1;34,6;3.3;1,0;-;27.9%;50;OBSERVAR;alta;False;5761200
SMFT3;19,57;-2,1;-5,09;-1,46;46,2;-0,149;19,4;1,07;3,12;18,2;34,9;17.6;2,04;-;12.1%;50;OBSERVAR;alta;False;4870200
PGMN3;3,13;-1,88;-10,06;-13,06;26,0;-0,013;-4,4;0,94;4,54;1,3;143,5;6.4;0,67;-;10.1%;50;OBSERVAR;alta;False;3817500
ENJU3;0,67;-8,22;-20,24;-12,99;32,2;-0,02;0,4;1,83;9,14;1,5;59,7;-;0,46;-;-5.8%;50;OBSERVAR;alta;False;2221000
CPFE3;44,79;-2,55;-4,11;1,2;44,5;-0,241;13,3;1,46;2,25;29,9;18,3;9.0;2,12;-;24.8%;50;OBSERVAR;alta;False;1687000
SANB4;13,06;-6,71;-4,39;-3,49;40,0;0,002;-1,8;4,51;2,81;5,5;41,5;8.0;0,39;-;10.5%;50;OBSERVAR;alta;False;1154200
VITT3;3,09;-10,17;-10,17;-7,21;38,7;-0,013;-12,7;2,76;4,35;0,0;51,6;8.4;0,78;-;9.8%;50;OBSERVAR;baixa;True;506800
BLAU3;8,78;0,8;-2,98;-11,22;30,1;-0,102;17,6;1,19;3,84;4,0;62,7;9.3;0,88;-;10.9%;50;OBSERVAR;baixa;True;266100
CYRE3;20,77;-2,58;-2,4;-9,06;41,1;-0,118;17,7;1,51;3,75;5,1;73,4;4.6;0,85;-;21.1%;45;OBSERVAR;alta;False;8858600
MULT3;27,54;-4,34;-4,94;-4,64;39,4;-0,114;-2,4;1,9;2,57;15,6;28,1;11.1;2,09;-;20.0%;45;OBSERVAR;alta;False;5460700
ECOR3;6,89;-3,91;-2,41;-5,1;41,9;-0,025;17,5;1,26;3,92;14,6;73,2;6.4;1,17;-;17.3%;45;OBSERVAR;alta;False;4764900
GGPS3;11,51;-2,46;-4,0;-1,29;40,3;-0,084;10,5;1,0;3,52;3,5;70,7;12.2;2,1;-;17.1%;45;OBSERVAR;alta;False;3238300
TEND3;29,09;-3,23;-0,99;-22,24;33,5;-0,427;16,6;1,17;4,71;49,3;30,4;5.9;2,63;-;47.1%;45;OBSERVAR;alta;False;2728000
FIQE3;5,36;-1,29;-3,8;-2,94;33,3;-0,008;3,7;1,04;2,94;93,8;42,8;8.6;1,78;-;18.8%;45;OBSERVAR;baixa;True;836100
IRBR3;53,32;-0,63;-5,51;-2,13;40,9;-0,478;9,0;1,18;2,59;24,2;21,4;12.4;0,82;-;6.7%;45;OBSERVAR;baixa;True;461000
PASS3;24,21;-4,0;-2,42;-1,38;41,7;0,02;-3,6;0,47;3,06;1,4;17,1;14.0;3,02;-;18.8%;45;OBSERVAR;baixa;True;345300
TFCO4;13,91;-1,0;-2,11;-7,08;39,2;-0,06;18,1;0,77;2,98;1,4;30,7;14.8;3,59;-;26.4%;45;OBSERVAR;baixa;True;333900
LOGG3;25,06;-3,8;-5,0;-10,5;36,2;-0,154;2,0;0,8;2,8;66,7;14,5;5.4;0,59;-;11.0%;45;OBSERVAR;baixa;True;275100
BRKM5;5,72;-4,03;-5,77;-7,74;34,1;0,077;11,9;1,42;8,02;2,1;140,9;-;-0,29;-;-;40;OBSERVAR;alta;False;8913100
POMO4;5,31;-1,3;0,76;-10,61;40,6;0,004;34,1;0,78;2,84;6,2;49,7;5.3;1,62;-;30.9%;40;OBSERVAR;alta;False;6633200
BHIA3;0,76;-3,8;-8,43;-28,97;21,1;-0,011;5,4;1,05;8,16;0,0;621,1;-;0,28;-;-188.5%;40;OBSERVAR;alta;False;5904600
AZZA3;16,15;-5,83;-9,32;-5,28;35,9;-0,177;-1,2;1,74;4,79;0,3;116,6;4.0;0,41;-;10.5%;40;OBSERVAR;alta;False;2913200
MOVI3;7,91;-2,59;-1,74;-14,76;34,8;-0,03;15,3;0,65;4,83;41,7;89,3;7.5;0,87;-;12.9%;40;OBSERVAR;alta;False;2771200
SBFG3;9,32;-3,42;-2,82;-8,36;38,6;-0,019;10,5;1,37;3,92;0,6;64,0;6.5;0,65;-;11.2%;40;OBSERVAR;alta;False;2158100
TAEE11;39,05;-1,88;-6,11;-2,01;37,3;-0,239;-10,6;1,1;2,08;28,1;14,0;38.7;1,69;-;20.6%;40;OBSERVAR;alta;False;1953900
