ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
VBBR3;36,5;4,79;8,6;4,02;65,8;0,103;121,4;0,76;2,91;82,6;0,4;8.6;2,0;-;22.6%;40;OBSERVAR;20;NEUTRO;['MACD cruzou para positivo'];alta;False;7171300
GOAU4;11,04;4,55;11,07;-3,22;61,9;0,035;79,8;0,45;3,32;67,3;3,6;18.4;0,76;-;4.2%;35;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.3%)'];alta;False;4676000
HYPE3;22,45;3,22;2,0;4,61;62,6;0,083;108,3;0,36;2,89;14,3;19,4;8.5;1,1;-;13.2%;35;NEUTRO;0;EVITAR;[];alta;False;1105900
OBTC3;6,46;0,94;-9,01;3,36;45,9;-0,065;33,6;1,42;6,53;13,1;76,2;-;1,11;-;-;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 6.5%)'];alta;False;1088300
MOTV3;16,49;5,1;9,21;10,15;76,1;0,227;115,1;1,32;2,8;22,1;7,6;9.8;1,87;-;22.0%;30;NEUTRO;-20;EVITAR;[];alta;False;16771700
AMBP3;0,15;-11,76;-11,76;-6,25;44,5;0,001;32,6;1,97;9,29;7,1;9433,3;-;0,23;-;-1.3%;30;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 9.3%)', 'Volume alto (2.0x)'];alta;False;10005400
BEEF3;3,87;1,04;-5,61;7,2;57,2;0,025;68,7;0,42;4,75;30,3;89,0;9.9;2,43;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.7%)'];alta;False;7147700
PETR3;53,29;1,76;16,02;16,2;75,6;0,63;116,5;0,63;2,68;87,3;0,0;5.2;1,43;-;30.3%;30;NEUTRO;-20;EVITAR;[];alta;False;6808900
UGPA3;36,87;4,48;10,19;17,13;78,0;0,268;106,8;0,55;2,83;105,2;0,2;11.2;2,39;-;19.8%;30;NEUTRO;-20;EVITAR;[];alta;False;6125400
CMIN3;6,37;4,77;6,34;7,97;66,9;0,02;109,9;0,81;4,21;56,1;0,9;19.9;4,69;-;28.1%;30;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 4.2%)'];alta;False;5337000
