ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
DIRR3;10,16;0,3;-11,11;-4,87;34,1;-0,059;9,9;0,31;4,28;1,3;69,9;6.2;2,27;-;41.9%;55;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (34)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.3%)'];alta;False;2794500;False
VIVA3;22,3;-0,45;-2,19;7,78;50,1;-0,02;51,6;0,14;3,51;11,3;60,9;9.0;1,73;-;19.7%;50;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;273900;False
CPFE3;44,81;0,18;-5,3;9,32;48,7;0,031;52,7;0,37;2,8;28,3;18,3;8.6;2,27;-;27.3%;40;OBSERVAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;626700;False
HBSA3;3,31;0,91;-1,19;1,22;45,8;-0,02;14,0;0,28;3,3;13,7;32,6;165.5;2,15;-;2.2%;40;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.3%)', 'Small Cap (potencial alto)'];baixa;True;423200;False
VALE3;74,82;-0,87;-5,32;4,78;43,2;-0,436;25,7;0,22;2,7;43,2;19,1;29.2;1,62;-;4.1%;35;NEUTRO;0;EVITAR;[];alta;False;4276700;False
ONCO3;1,05;-1,87;-12,5;5,0;47,2;-0,047;24,1;0,06;19,78;98,1;272,1;-;70,0;-;-273.5%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 19.8%)'];alta;False;2114600;False
PLPL3;6,6;-1,64;-10,81;-3,65;41,4;-0,032;7,5;0,59;5,7;2,8;163,3;4.6;1,2;-;31.8%;35;NEUTRO;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.7%)'];alta;False;1065200;False
CURY3;30,92;0,39;-7,67;-4,33;44,8;-0,217;26,7;0,25;4,08;17,0;30,2;8.5;5,75;-;68.5%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.1%)', 'Small Cap (potencial alto)'];baixa;True;778100;False
TEND3;31,31;-0,54;-10,95;-6,65;43,3;-0,255;20,7;0,23;4,93;52,5;18,9;6.6;2,49;-;40.6%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.9%)', 'Small Cap (potencial alto)'];baixa;True;640600;False
JALL3;2,39;-1,65;-6,64;21,94;48,5;-0,034;29,9;0,24;5,36;27,1;58,8;-;0,37;-;-2.6%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 5.4%)', 'Small Cap (potencial alto)'];baixa;True;309600;False
BRAP4;21,39;-1,16;-6,59;5,94;44,0;-0,065;35,2;0,16;2,81;43,7;19,8;15.3;1,04;-;7.0%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;278300;False
ITSA4;14,01;-0,28;-1,27;13,56;63,2;0,114;76,5;0,22;2,22;44,1;7,2;8.8;1,67;-;18.9%;30;NEUTRO;0;EVITAR;[];alta;False;5267600;False
BEEF3;4,02;-1,47;1,52;18,58;59,1;0,012;66,6;0,24;4,63;35,4;82,0;10.3;2,52;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.6%)'];alta;False;5215600;False
ITUB4;42,34;-0,02;-0,21;10,37;60,8;0,346;79,4;0,21;2,37;27,5;15,0;10.1;2,14;-;21.5%;30;NEUTRO;0;EVITAR;[];alta;False;5187100;False
MOTV3;16,29;-0,55;0,06;23,9;72,2;0,145;76,6;0,19;2,63;26,1;4,2;9.7;1,85;-;22.0%;30;NEUTRO;-20;EVITAR;[];alta;False;3302400;False
CVCB3;1,56;-3,11;-14,75;13,04;46,4;-0,034;26,8;0,2;7,1;47,2;78,8;52.0;2,52;-;-33.3%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 7.1%)'];alta;False;2765000;False
PETR3;56,04;3,28;5,26;21,4;75,4;0,447;90,7;0,24;2,55;97,0;0,1;5.5;1,5;-;30.3%;30;NEUTRO;-20;EVITAR;[];alta;False;2511100;False
CMIG4;11,2;-0,18;-4,27;9,7;56,7;0,072;69,7;0,14;2,4;17,6;19,1;6.9;1,1;-;15.9%;30;NEUTRO;0;EVITAR;[];alta;False;2195500;False
CYRE3;25,46;0,51;-0,31;18,58;61,4;0,052;69,9;0,21;3,84;28,8;41,5;5.5;0,99;-;20.6%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.8%)'];alta;False;1799800;False
CXSE3;20,1;0,85;-1,08;12,1;58,3;0,115;76,5;0,3;2,48;56,7;10,2;13.3;4,37;-;33.3%;30;NEUTRO;0;EVITAR;[];alta;False;1655500;False
RENT3;35,5;-0,25;-3,66;6,19;47,8;0,179;57,6;0,18;3,98;11,8;48,4;11.3;1,45;-;13.0%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.0%)'];alta;False;1556300;False
RDOR3;36,85;-0,54;-1,63;11,36;57,0;0,1;66,4;0,18;3,09;14,6;22,0;16.7;4,1;-;19.8%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.1%)'];alta;False;1386600;False
BBSE3;40,19;1,06;-5,1;7,75;53,4;-0,091;57,0;0,16;2,48;43,2;6,9;8.5;7,16;-;85.9%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;954100;False
