ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
SBSP3;23,79;-2,02;-11,53;-20,65;24,8;-0,401;-10,3;3,29;3,87;9,7;48,5;10.0;1,84;-;18.8%;65;FORTE OPORTUNIDADE;alta;False;64902700
CMIG4;10,23;-0,68;-6,32;-8,0;29,3;-0,118;-1,3;2,3;2,38;8,6;30,4;6.0;1,0;-;15.9%;65;FORTE OPORTUNIDADE;alta;False;25674900
TFCO4;13,29;-1,63;-9,03;-6,74;32,0;-0,117;4,0;1,82;3,9;2,5;36,8;14.1;3,43;-;26.4%;65;FORTE OPORTUNIDADE;baixa;True;950700
BBAS3;18,38;0,93;-8,37;-10,56;29,6;-0,307;-4,4;2,08;2,91;3,3;49,9;8.5;0,57;-;10.5%;60;FORTE OPORTUNIDADE;alta;False;43575000
DXCO3;4,98;-4,6;-4,6;-2,16;45,4;-0,01;17,8;1,59;3,55;12,5;24,9;-;0,65;-;0.7%;60;FORTE OPORTUNIDADE;alta;False;2830900
FESA4;4,8;-3,42;-15,49;-18,23;17,8;-0,121;-8,1;1,7;4,0;1,1;85,4;10.7;0,5;-;4.4%;60;FORTE OPORTUNIDADE;alta;False;1640900
MOTV3;13,8;-1,85;-4,76;-7,75;37,1;-0,103;-2,4;2,04;2,74;9,0;28,6;8.2;1,56;-;22.0%;55;OBSERVAR;alta;False;14531200
AUAU3;3,16;-8,41;-10,23;-1,86;41,2;-0,024;21,8;3,28;4,5;13,1;27,6;-;0,88;-;6.5%;55;OBSERVAR;alta;False;12063700
DIRR3;10,45;-1,32;-9,76;-17,52;30,1;-0,073;-1,1;1,05;4,5;2,7;65,1;6.4;2,55;-;41.9%;55;OBSERVAR;alta;False;8466900
CSMG3;55,81;-0,69;-9,9;-14,61;31,7;-1,068;-7,9;1,83;3,49;128,7;21,5;16.4;2,39;-;15.0%;55;OBSERVAR;alta;False;7254100
CPFE3;41,29;-4,49;-7,83;-11,91;27,8;-0,478;-19,7;3,6;2,85;19,1;28,3;7.9;2,12;-;27.3%;55;OBSERVAR;alta;False;5170700
EGIE3;28,03;-0,92;-5,72;-6,47;27,8;-0,075;-8,9;0,96;2,69;4,7;38,5;8.1;2,13;-;28.6%;55;OBSERVAR;alta;False;4180600
MLAS3;1,81;-5,73;7,74;5,85;55,9;0,002;72,0;1,81;5,81;126,1;7,7;8.2;0,47;-;9.8%;55;OBSERVAR;alta;False;3018300
PASS3;21,94;-2,4;-3,9;-11,92;32,7;-0,246;6,9;1,93;4,02;7,1;29,2;13.6;2,74;-;18.8%;55;OBSERVAR;alta;False;2178100
PSSA3;46,58;-0,36;-7,62;-15,52;24,4;-0,935;-0,9;1,29;2,85;8,6;19,3;8.2;1,89;-;24.2%;55;OBSERVAR;alta;False;2049600
FIQE3;4,73;-0,84;-10,08;-14,19;26,3;-0,05;-13,1;2,07;4,03;53,4;61,8;7.6;1,58;-;18.8%;55;OBSERVAR;alta;False;1940000
KEPL3;5,78;0,52;-5,4;-8,98;24,2;-0,054;3,3;2,02;2,87;3,8;81,7;6.8;1,27;-;18.3%;55;OBSERVAR;alta;False;1822900
TAEE4;12,68;-0,94;-4,16;-7,92;30,6;-0,09;4,9;1,79;2,14;23,1;18,0;8.0;0,55;-;20.6%;55;OBSERVAR;baixa;True;468400
WIZC3;7,44;-1,46;-5,46;-11,53;27,8;-0,093;-0,7;1,27;3,08;2,5;34,6;6.0;1,73;-;28.6%;55;OBSERVAR;baixa;True;410200
TAEE3;12,44;-1,58;-4,53;-8,86;29,1;-0,079;0,3;2,02;2,67;22,1;17,4;7.9;0,54;-;20.6%;55;OBSERVAR;baixa;True;283300
LREN3;11,21;-2,61;-9,52;-20,5;24,3;-0,215;-4,8;1,37;4,92;3,1;47,3;7.5;1,05;-;14.5%;50;OBSERVAR;alta;False;25905800
CPLE3;13,69;-0,8;-6,68;-7,5;31,9;-0,125;-2,5;1,68;2,56;35,4;23,2;12.8;1,8;-;12.8%;50;OBSERVAR;alta;False;25289400
HAPV3;6,73;4,99;-37,51;-40,86;24,8;-0,476;-14,4;3,05;10,98;9,6;533,9;-;0,07;-;-0.9%;50;OBSERVAR;alta;False;23909100
BRKM5;4,93;-7,68;-17,0;-23,09;29,2;-0,016;-18,7;2,51;9,32;4,9;179,5;-;-0,31;-;-;50;OBSERVAR;alta;False;15792100
PMAM3;0,12;-14,29;-25,0;-68,42;23,7;-0,011;11,0;1,72;31,11;9,1;1400,0;-;-0,0;-;-;50;OBSERVAR;alta;False;12319800
RENT3;33,51;-1,61;-11,4;-12,35;28,3;-0,39;-3,6;1,34;3,87;7,6;57,2;10.6;1,39;-;13.0%;50;OBSERVAR;alta;False;12263600
TTEN3;9,93;-10,14;-12,89;-36,22;20,0;-0,179;12,6;3,89;5,55;3,3;80,3;-;1,04;-;12.1%;50;OBSERVAR;alta;False;10739300
YDUQ3;7,32;-5,18;-8,04;-16,44;33,8;-0,052;8,8;2,2;5,03;4,3;108,9;17.4;0,64;-;3.8%;50;OBSERVAR;alta;False;9217100
BBSE3;36,95;-0,65;-3,73;-5,57;38,6;-0,388;1,7;1,07;2,03;32,3;10,3;7.8;6,59;-;85.9%;50;OBSERVAR;alta;False;6766700
VIVT3;29,74;1,16;-2,75;-15,91;27,3;-0,326;18,1;1,06;2,79;2,2;38,6;14.4;1,38;-;9.9%;50;OBSERVAR;alta;False;6414100
ENGI11;43,8;-0,34;-5,54;-10,08;29,3;-0,654;0,2;2,0;2,96;8,6;33,8;31.7;0,86;-;9.4%;50;OBSERVAR;alta;False;6336000
NATU3;7,69;-3,39;-7,13;-10,06;32,5;-0,052;-16,1;1,56;3,66;7,9;45,0;-;0,84;-;-2.5%;50;OBSERVAR;alta;False;6293200
ECOR3;5,91;-3,43;-10,86;-16,05;30,7;-0,102;-1,5;0,98;4,8;1,0;101,9;7.5;1,0;-;12.3%;50;OBSERVAR;alta;False;5021100
MOVI3;6,79;-1,74;-12,5;-21,68;27,1;-0,064;2,6;0,98;5,58;11,9;120,5;5.6;0,75;-;13.2%;50;OBSERVAR;alta;False;4774300
