ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
BRKM5;3,75;-8,76;-26,61;-34,44;21,0;-0,102;-13,7;1,52;11,72;1,4;267,5;-;-0,24;-;-;50;OBSERVAR;alta;False;12621000
DESK3;18,32;-3,58;-3,22;0,33;42,7;-0,05;-4,5;1,22;1,63;139,0;4,7;38.2;1,49;-;4.7%;50;OBSERVAR;baixa;True;584100
CMIG4;10,49;-0,19;3,15;-4,64;46,8;0,002;43,9;0,45;2,41;10,2;27,1;6.5;1,03;-;15.9%;40;OBSERVAR;alta;False;6097800
BHIA3;0,38;-2,56;-9,52;-50,0;18,5;-0,01;15,9;0,39;15,56;2,7;1342,1;-;-0,05;-;-;40;OBSERVAR;alta;False;3395000
TEND3;32,67;-2,27;1,93;14,44;53,2;0,059;63,2;0,82;4,39;63,5;14,0;6.9;2,6;-;40.6%;40;OBSERVAR;alta;False;2189500
UNIP6;56,73;-2,39;-1,44;-10,34;36,0;-0,148;19,7;1,6;2,43;7,2;28,1;25.2;3,38;-;10.8%;40;OBSERVAR;baixa;True;271600
BBDC4;17,01;1,37;6,18;-7,05;48,3;0,019;49,1;0,55;2,53;14,7;24,9;7.8;0,99;-;13.8%;35;NEUTRO;alta;False;19700700
LREN3;10,88;-1,81;1,4;-18,56;33,8;-0,038;27,4;0,63;4,48;3,8;51,8;7.3;1,01;-;14.5%;35;NEUTRO;alta;False;12969500
GOAU4;9,85;0,1;-4,0;-7,56;37,4;-0,159;11,6;0,59;3,37;49,3;16,1;16.4;0,68;-;4.2%;35;NEUTRO;alta;False;5935100
RCSL4;0,59;-21,33;-1,67;-10,61;48,1;0,006;38,4;0,65;10,37;131,4;369,9;9.8;-3,31;-;-;35;NEUTRO;alta;False;4270700
FESA4;5,2;0,78;6,78;-13,48;41,8;0,018;41,9;1,41;3,55;9,5;71,2;12.7;0,54;-;4.4%;35;NEUTRO;alta;False;1828400
HYPE3;22,07;1,24;6,16;4,95;60,7;0,052;96,9;0,64;2,93;12,4;21,5;8.4;1,07;-;13.2%;35;NEUTRO;alta;False;1721100
BBSE3;39,15;0,64;6,79;0,54;59,9;0,091;74,0;0,27;1,96;39,5;4,1;8.3;6,98;-;85.9%;35;NEUTRO;alta;False;1659800
DXCO3;5,17;0,39;3,82;2,78;56,4;0,002;69,6;0,45;3,22;16,7;20,3;-;0,68;-;0.7%;35;NEUTRO;baixa;True;802000
SBSP3;25,16;1,9;5,36;-5,45;43,8;0,052;43,8;0,7;3,25;15,1;40,4;10.6;1,96;-;18.8%;30;NEUTRO;alta;False;15638100
CYRE3;24,26;-1,9;11,8;16,8;67,0;0,404;100,5;1,39;3,69;22,8;48,5;5.2;0,95;-;20.6%;30;NEUTRO;alta;False;10212900
UGPA3;33,23;-1,16;0,81;6,92;62,8;0,091;75,6;1,01;3,1;102,2;2,9;10.1;2,16;-;19.8%;30;NEUTRO;alta;False;10035800
ITUB4;39,63;0,48;3,28;-5,2;46,8;0,044;45,0;0,36;2,44;20,7;22,9;9.4;2,01;-;21.5%;30;NEUTRO;alta;False;8831000
ITSA4;12,92;0,54;4,36;-4,23;49,2;0,022;48,9;0,42;2,29;34,3;16,5;8.0;1,54;-;18.9%;30;NEUTRO;alta;False;8781800
CEAB3;7,9;-1,25;6,18;-13,38;38,7;0,004;33,0;0,59;5,11;9,9;128,8;4.2;0,62;-;15.5%;30;NEUTRO;alta;False;5624200
DIRR3;11,05;-2,13;5,14;-0,36;46,9;0,097;50,9;0,63;4,11;8,5;56,2;6.8;2,47;-;41.9%;30;NEUTRO;alta;False;5187000
TIMS3;18,87;0,69;2,5;-3,13;42,8;0,169;63,6;0,52;2,78;5,7;50,2;10.5;1,85;-;17.3%;30;NEUTRO;alta;False;4500800
BEEF3;4,09;0,99;14,57;17,87;67,6;0,091;95,5;0,31;4,5;37,7;78,8;10.5;2,57;-;23.2%;30;NEUTRO;alta;False;4401500
SUZB3;46,24;-0,22;7,36;9,31;69,2;0,533;96,1;0,42;2,49;18,0;29,0;7.0;1,3;-;17.6%;30;NEUTRO;alta;False;2778300
