ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
CURY3;28,38;-2,27;-9,18;-6,37;34,7;-0,486;-0,8;1,56;4,62;7,4;41,8;7.8;5,28;-;68.5%;65;FORTE OPORTUNIDADE;80;FORTE OPORTUNIDADE;['RSI sobrevendido (35)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.6%)', 'Volume alto (1.6x)'];alta;False;6044900;False
PRIO3;60,46;-0,97;-7,95;-1,88;45,0;-0,38;18,2;0,96;3,31;76,9;20,7;12.7;1,71;-;14.2%;60;FORTE OPORTUNIDADE;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.3%)'];alta;False;7813000;False
SMTO3;18,24;-1,57;-8,8;-5,35;46,0;-0,391;11,2;1,21;4,72;43,3;17,3;7.4;0,8;-;11.3%;60;FORTE OPORTUNIDADE;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.7%)'];alta;False;2509800;False
ALUP11;32,57;-0,25;-2,51;1,91;46,5;-0,122;20,2;1,49;2,04;10,3;12,5;7.8;1,11;-;15.8%;60;FORTE OPORTUNIDADE;0;EVITAR;[];alta;False;1641000;False
PSSA3;48,43;-2,08;-4,0;1,77;40,1;-0,102;17,2;1,54;2,44;12,9;14,7;8.5;1,93;-;24.2%;55;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volume alto (1.5x)'];alta;False;2493100;False
VIVA3;22,78;-4,37;1,52;5,46;52,7;0,03;55,0;3,55;3,84;13,7;57,6;9.1;1,77;-;19.7%;50;OBSERVAR;30;NEUTRO;['Volatilidade alta (ATR 3.8%)', 'Volume alto (3.6x)'];alta;False;9265200;False
CMIN3;5,27;-2,04;-15,0;-11,73;34,0;-0,176;4,1;0,93;5,72;29,2;34,2;16.5;3,88;-;28.1%;50;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (34)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.7%)'];alta;False;7993200;False
BBSE3;39,35;-1,18;-2,02;3,28;46,5;-0,207;21,0;1,22;2,61;40,2;9,2;8.3;7,01;-;85.9%;50;OBSERVAR;0;EVITAR;[];alta;False;7846600;False
GRND3;3,77;0,53;1,62;7,41;61,5;0,008;76,7;0,52;2,34;12,9;29,5;5.9;1,08;-;16.0%;50;OBSERVAR;0;EVITAR;[];alta;False;1784600;False
ALLD3;4,96;-1,0;-1,78;-1,78;44,2;-0,032;-3,3;0,67;2,54;12,2;66,0;1.3;0,3;-;23.6%;50;OBSERVAR;30;NEUTRO;['Preço tocando banda inferior Bollinger', 'Small Cap (potencial alto)'];baixa;True;344200;False
POMO3;3,97;-1,24;-5,48;-1,51;37,9;-0,01;1,1;2,49;3,42;7,0;62,5;4.1;1,16;-;28.3%;45;OBSERVAR;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.4%)', 'Volume alto (2.5x)'];alta;False;5700600;False
OPCT3;8,86;-1,34;-21,17;-8,19;30,7;-0,256;-1,1;0,91;5,6;22,2;32,2;10.5;1,71;-;17.2%;45;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (31)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.6%)'];alta;False;1282400;False
