ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
RCSL4;;;;;40,6;-0,006;;2,16;;;;6.8;-2,3;-;-;45;OBSERVAR;15;EVITAR;['Volume alto (2.2x)'];alta;False;15471900
ALPA4;;;;;70,6;0,104;;1,84;;;;14.5;2,7;-;18.1%;40;OBSERVAR;-5;EVITAR;['Volume alto (1.8x)'];alta;False;3501000
HYPE3;;;;;49,9;0,018;;0,84;;;;8.1;1,04;-;13.2%;35;NEUTRO;0;EVITAR;[];alta;False;2578600
CYRE3;;;;;62,4;0,279;;1,6;;;;5.0;0,9;-;20.6%;30;NEUTRO;15;EVITAR;['Volume alto (1.6x)'];alta;False;13042800
BEEF3;;;;;61,8;0,066;;0,5;;;;9.9;2,44;-;23.2%;30;NEUTRO;0;EVITAR;[];alta;False;8284900
SUZB3;;;;;69,4;0,412;;0,85;;;;7.0;1,3;-;17.6%;30;NEUTRO;0;EVITAR;[];alta;False;6474600
UGPA3;;;;;62,0;0,044;;0,5;;;;10.3;2,18;-;19.8%;30;NEUTRO;0;EVITAR;[];alta;False;5276100
BBSE3;;;;;61,8;0,143;;0,76;;;;8.5;7,13;-;85.9%;30;NEUTRO;0;EVITAR;[];alta;False;5088900
TEND3;;;;;55,9;0,076;;0,89;;;;6.9;2,61;-;40.6%;30;NEUTRO;0;EVITAR;[];alta;False;2648100
INTB3;;;;;58,1;-0,011;;0,39;;;;8.0;1,45;-;18.6%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;479700
MILS3;;;;;57,2;-0,006;;0,8;;;;8.4;1,9;-;26.3%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;477700
TGMA3;;;;;72,9;0,086;;1,26;;;;9.0;2,31;-;25.6%;30;NEUTRO;-10;EVITAR;['Small Cap (potencial alto)'];baixa;True;427700
CSED3;;;;;68,3;0,037;;0,92;;;;5.8;1,07;-;19.3%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;335200
PCAR3;;;;;50,9;-0,002;;2,33;;;;-;3,18;-;-129.4%;25;NEUTRO;15;EVITAR;['Volume alto (2.3x)'];alta;False;12335500
GMAT3;;;;;75,8;0,082;;1,0;;;;6.6;1,01;-;14.3%;25;NEUTRO;-20;EVITAR;[];alta;False;7025100
VBBR3;;;;;45,6;-0,148;;0,66;;;;7.9;1,83;-;22.6%;25;NEUTRO;0;EVITAR;[];alta;False;5795700
PRIO3;;;;;55,0;0,011;;0,74;;;;12.7;1,71;-;14.2%;25;NEUTRO;0;EVITAR;[];alta;False;5010200
SANB11;;;;;58,3;-0,054;;0,54;;;;14.7;0,88;-;11.2%;25;NEUTRO;0;EVITAR;[];alta;False;3060900
SEER3;;;;;55,1;0,065;;2,1;;;;5.7;1,02;-;19.1%;25;NEUTRO;15;EVITAR;['Volume alto (2.1x)'];alta;False;2816600
CBAV3;;;;;70,7;-0,003;;0,67;;;;12.2;1,44;-;14.6%;25;NEUTRO;-20;EVITAR;[];alta;False;1814600
MLAS3;;;;;54,7;0,008;;0,78;;;;5.1;0,47;-;9.8%;25;NEUTRO;0;EVITAR;[];alta;False;1771500
SMTO3;;;;;72,5;0,345;;0,6;;;;7.6;0,81;-;11.3%;25;NEUTRO;-20;EVITAR;[];alta;False;1434300
RECV3;;;;;58,6;0,028;;0,56;;;;6.3;0,7;-;11.3%;25;NEUTRO;0;EVITAR;[];alta;False;1009500
VTRU3;;;;;58,9;0,087;;1,14;;;;1.9;0,49;18.0%;32.4%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;728100
DESK3;;;;;47,5;-0,047;;1,08;;;;38.8;1,51;-;4.7%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;594700
TRIS3;;;;;64,8;0,039;;0,84;;;;5.1;0,74;-;12.5%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;268000
PETR4;;;;;60,6;0,035;;0,9;;;;4.3;1,17;-;30.3%;20;NEUTRO;0;EVITAR;[];alta;False;46064700
PETR3;;;;;57,2;-0,016;;0,49;;;;4.7;1,29;-;30.3%;20;NEUTRO;0;EVITAR;[];alta;False;5425300
RADL3;;;;;58,1;0,094;;0,45;;;;22.8;4,64;-;20.0%;20;NEUTRO;0;EVITAR;[];alta;False;5102600
WEGE3;;;;;68,1;0,122;;0,59;;;;33.5;12,04;-;30.8%;20;NEUTRO;0;EVITAR;[];alta;False;3837100
TOTS3;;;;;68,6;0,216;;0,67;;;;22.6;3,61;-;17.0%;20;NEUTRO;0;EVITAR;[];alta;False;2677400
HBRE3;;;;;76,6;0,051;;4,02;;;;7.9;0,16;-;4.0%;20;NEUTRO;-5;EVITAR;['Volume alto (4.0x)'];alta;False;2677300
CMIN3;;;;;60,0;-0,0;;0,41;;;;18.8;4,42;-;28.1%;20;NEUTRO;0;EVITAR;[];alta;False;2612200
CYRE4;;;;;59,2;0,209;;0,92;;;;-;0,85;-;20.6%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;505900
TASA4;;;;;70,9;0,054;;1,24;;;;32.8;0,65;6.0%;2.1%;20;NEUTRO;-10;EVITAR;['Small Cap (potencial alto)'];baixa;True;452300
TFCO4;;;;;32,7;-0,048;;0,59;;;;13.7;3,19;-;25.7%;20;NEUTRO;40;OBSERVAR;['RSI sobrevendido (33)', 'Small Cap (potencial alto)'];baixa;True;365600
VITT3;;;;;49,5;0,021;;1,06;;;;8.1;0,77;-;9.8%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;285400
ONCO3;;;;;58,6;0,082;;1,03;;;;-;82,67;-;-273.5%;15;EVITAR;0;EVITAR;[];alta;False;38626800
BHIA3;;;;;16,9;-0,007;;2,4;;;;-;-0,05;-;-;15;EVITAR;45;OBSERVAR;['RSI sobrevendido (17)', 'Volume alto (2.4x)'];alta;False;21638100
LREN3;;;;;31,7;-0,021;;0,53;;;;7.1;0,99;-;14.5%;15;EVITAR;30;NEUTRO;['RSI sobrevendido (32)'];alta;False;11573700
MOTV3;;;;;61,4;0,105;;0,89;;;;9.0;1,71;-;22.0%;15;EVITAR;0;EVITAR;[];alta;False;9960000
