ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
DIRR3;10,17;0,39;-11,02;-4,78;34,3;-0,059;10,4;0,31;4,27;1,4;69,7;6.2;2,27;-;41.9%;55;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (34)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.3%)'];alta;False;2794500;False
VIVA3;22,33;-0,31;-2,06;7,93;50,5;-0,018;52,5;0,14;3,5;11,4;60,7;9.0;1,73;-;19.7%;50;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;273900;False
CPFE3;44,82;0,2;-5,28;9,34;48,8;0,032;52,8;0,38;2,8;28,3;18,2;8.6;2,27;-;27.3%;40;OBSERVAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;626700;False
VALE3;74,65;-1,1;-5,53;4,54;42,6;-0,446;24,1;0,24;2,72;42,8;19,4;29.2;1,62;-;4.1%;35;NEUTRO;0;EVITAR;[];alta;False;4276700;False
ONCO3;1,05;-1,87;-12,5;5,0;47,2;-0,047;24,1;0,06;19,78;98,1;272,1;-;70,0;-;-273.5%;35;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 19.8%)'];alta;False;2114600;False
PLPL3;6,61;-1,49;-10,68;-3,5;41,6;-0,031;8,2;0,6;5,69;3,0;162,9;4.6;1,2;-;31.8%;35;NEUTRO;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.7%)'];alta;False;1065200;False
CURY3;30,93;0,42;-7,64;-4,3;44,8;-0,216;26,9;0,26;4,07;17,1;30,1;8.5;5,76;-;68.5%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.1%)', 'Small Cap (potencial alto)'];baixa;True;778100;False
TEND3;31,35;-0,41;-10,84;-6,53;43,4;-0,252;21,4;0,23;4,92;52,7;18,8;6.6;2,5;-;40.6%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.9%)', 'Small Cap (potencial alto)'];baixa;True;640600;False
JALL3;2,4;-1,23;-6,25;22,45;49,0;-0,033;31,4;0,25;5,34;27,7;58,1;-;0,37;-;-2.6%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 5.3%)', 'Small Cap (potencial alto)'];baixa;True;309600;False
BRAP4;21,38;-1,2;-6,64;5,89;43,9;-0,065;34,9;0,18;2,82;43,7;19,9;15.3;1,04;-;7.0%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;278300;False
