ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
RCSL4;0,41;5,13;-45,33;-46,75;36,7;-0,03;15,3;0,11;16,52;60,8;576,2;6.8;-2,3;-;-;30;NEUTRO;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 16.5%)', 'Small Cap (potencial alto)'];baixa;True;757400
QUAL3;1,52;-1,3;-10,06;-4,4;43,2;-0,009;19,9;0,1;5,35;10,9;84,6;21.7;0,33;-;2.1%;30;NEUTRO;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.4%)', 'Small Cap (potencial alto)'];baixa;True;257900
VBBR3;34,81;1,13;2,11;-1,78;56,7;-0,052;78,0;0,03;2,77;74,2;5,2;8.2;1,91;-;22.6%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;210100
BEEF3;3,83;0,26;-5,43;5,8;55,8;0,034;66,9;0,01;4,47;29,0;91,0;9.8;2,4;-;23.2%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.5%)', 'Small Cap (potencial alto)'];baixa;True;209500
GMAT3;4,54;-1,94;-2,16;14,94;63,7;0,07;77,2;0,05;3,95;32,4;59,5;6.3;0,96;-;14.3%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.9%)', 'Small Cap (potencial alto)'];baixa;True;295900
LREN3;10,94;0,37;-1,26;-19,97;37,4;0,06;37,6;0,02;3,95;4,4;50,9;7.3;1,01;-;14.5%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.0%)', 'Small Cap (potencial alto)'];baixa;True;291400
PRIO3;63,56;1,4;4,4;8,74;62,7;0,126;95,6;0,05;2,81;86,0;14,8;13.3;1,8;-;14.2%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;212600
RECV3;11,1;1,93;4,82;11,84;65,8;0,064;104,6;0,19;2,99;24,9;24,2;6.5;0,73;-;11.3%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;202400
PETR4;45,8;1,73;10,76;11,15;72,8;0,358;113,9;0,03;2,49;71,4;4,1;4.5;1,23;-;30.3%;20;NEUTRO;-20;EVITAR;[];alta;False;1629200
B3SA3;16,29;0,43;3,43;3,76;66,0;0,185;93,2;0,03;2,87;40,4;23,0;16.3;4,35;-;27.7%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;897600
ABEV3;15,16;0,86;-0,98;-4,47;46,4;0,048;54,3;0,02;1,91;37,4;12,1;14.7;2,65;-;18.4%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;490400
CEAB3;8,19;-1,56;2,37;-15,74;44,5;0,121;49,8;0,04;4,74;13,9;120,7;4.4;0,64;-;15.5%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.7%)', 'Small Cap (potencial alto)'];baixa;True;374700
PETR3;51,08;1,57;11,09;9,07;70,6;0,38;115,8;0,04;2,63;79,6;4,0;5.0;1,37;-;30.3%;20;NEUTRO;-10;EVITAR;['Small Cap (potencial alto)'];baixa;True;372400
ITUB4;39,69;0,48;0,68;-5,68;48,4;0,188;58,2;0,01;2,18;19,5;22,6;9.4;2,01;-;21.5%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;344100
CMIG4;10,75;0,47;2,28;-4,7;55,3;0,069;70,9;0,02;2,16;12,9;24,1;6.6;1,05;-;15.9%;20;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;205900
RAIZ4;0,24;4,35;0,0;-14,29;40,9;0,004;50,0;0,19;7,7;14,3;491,7;-;-0,22;-;-839.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 7.7%)'];alta;False;2138800
VALE3;77,79;-0,08;-1,16;4,8;61,8;0,547;77,6;0,04;2,24;53,5;14,6;29.9;1,68;-;4.1%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;635300
BBDC4;17,21;0,12;2,56;-5,38;52,2;0,136;68,6;0,02;2,23;14,9;23,4;7.9;1,0;-;13.8%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;586000
ONCO3;1,23;-2,38;-29,71;98,39;54,0;0,02;60,6;0,02;20,76;132,1;217,7;-;82,0;-;-273.5%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 20.8%)', 'Small Cap (potencial alto)'];baixa;True;576000
