ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia
HYPE3;22,01;0,96;5,87;4,66;60,1;0,048;93,6;0,97;2,94;12,1;21,8;8.0;1,03;-;13.2%;35;NEUTRO;0;EVITAR;[];alta;False;4816500
SHUL4;4,53;0,89;3,66;0,44;56,7;0,032;76,3;0,73;2,33;14,4;22,8;6.3;1,09;-;16.9%;35;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;371900
PETR4;41,45;0,24;-0,83;1,79;53,4;0,002;54,9;1,52;2,57;55,2;15,0;4.2;1,14;-;30.3%;30;NEUTRO;15;EVITAR;['Volume alto (1.5x)'];alta;False;43197800
ITUB4;39,45;0,03;2,81;-5,63;45,5;0,032;42,7;0,79;2,48;19,9;23,4;9.3;1,98;-;21.5%;30;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;24225700
ITSA4;12,9;0,39;4,2;-4,37;48,7;0,021;48,0;0,98;2,29;34,1;16,7;7.9;1,53;-;18.9%;30;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;17087500
CEAB3;7,85;-1,88;5,51;-13,93;38,2;0,0;31,6;0,89;5,18;9,2;130,2;4.4;0,64;-;15.5%;30;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 5.2%)'];alta;False;13550500
BEEF3;4,1;1,23;14,85;18,16;67,8;0,092;96,2;0,63;4,49;38,0;78,4;10.2;2,49;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.5%)'];alta;False;11303900
CYRE3;24,09;-2,59;11,01;15,98;65,3;0,393;97,6;1,71;3,74;21,9;49,5;5.1;0,93;-;20.6%;30;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 3.7%)', 'Volume alto (1.7x)'];alta;False;10242800
SUZB3;46,15;-0,41;7,15;9,1;68,5;0,527;95,1;1,1;2,52;17,8;29,2;7.1;1,31;-;17.6%;30;NEUTRO;0;EVITAR;[];alta;False;9329500
DIRR3;11,01;-2,48;4,76;-0,72;46,3;0,094;49,1;1,03;4,15;8,2;56,7;6.7;2,45;-;41.9%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.2%)'];alta;False;8648700
UGPA3;33,46;-0,48;1,51;7,66;65,0;0,105;79,7;1,39;3,08;100,6;2,2;10.1;2,15;-;19.8%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.1%)'];alta;False;7717200
TIMS3;18,74;0,0;1,79;-3,8;40,6;0,161;56,2;0,72;2,8;5,0;51,3;10.2;1,79;-;17.3%;30;NEUTRO;0;EVITAR;[];alta;False;6473600
MULT3;27,42;-0,36;3,51;-0,44;47,9;0,061;47,9;0,84;2,5;8,2;28,7;9.8;1,99;-;21.9%;30;NEUTRO;0;EVITAR;[];alta;False;5805800
TEND3;32,06;-4,1;0,03;12,31;50,2;0,02;51,0;1,34;4,61;60,4;16,1;7.1;2,66;-;40.6%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.6%)'];alta;False;4090100
ALPA4;13,6;2,72;6,33;17,24;64,5;0,067;101,0;0,96;3,72;73,6;19,3;14.5;2,69;-;18.1%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.7%)'];alta;False;2722500
ITUB3;42,6;0,0;3,02;-3,71;48,2;0,021;46,0;0,81;2,37;46,6;11,1;10.1;2,14;-;21.5%;30;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;2049400
PTBL3;1,38;-8,0;1,47;-18,34;36,0;-0,003;14,7;2,12;8,21;6,2;218,8;-;-1,99;-;-440.3%;30;NEUTRO;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 8.2%)', 'Volume alto (2.1x)'];alta;False;1145000
PASS3;23,16;3,76;9,5;-4,34;52,1;0,127;58,8;1,61;3,96;13,3;22,4;14.0;3,03;-;17.4%;30;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 4.0%)', 'Volume alto (1.6x)'];alta;False;1097700
INTB3;14,43;2,12;0,28;9,5;55,2;-0,057;56,3;0,45;3,74;45,6;8,5;8.0;1,46;-;18.6%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.7%)', 'Small Cap (potencial alto)'];baixa;True;693100
MILS3;15,67;-0,51;0,26;0,51;55,4;-0,007;51,8;1,1;0,8;53,6;1,7;8.4;1,9;-;26.3%;30;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;651300
TUPY3;15,03;-2,08;3,87;-5,11;49,9;0,003;48,3;0,42;3,78;41,9;9,8;-;0,88;-;-28.2%;30;NEUTRO;45;OBSERVAR;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.8%)', 'Small Cap (potencial alto)'];baixa;True;515900
TASA4;5,61;7,88;10,0;17,12;74,2;0,063;114,9;2,21;3,89;38,2;8,1;32.6;0,65;6.0%;2.1%;30;NEUTRO;20;NEUTRO;['Volatilidade alta (ATR 3.9%)', 'Volume alto (2.2x)', 'Small Cap (potencial alto)'];baixa;True;343000
VITT3;3,05;-3,79;-3,79;-1,29;46,3;0,031;58,6;0,87;4,9;11,7;53,5;8.2;0,78;-;9.8%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.9%)', 'Small Cap (potencial alto)'];baixa;True;305900
BRST3;2,71;-2,52;-1,81;0,0;44,5;-0,005;13,9;1,34;3,03;3,1;31,0;21.2;0,77;-;3.8%;30;NEUTRO;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.0%)', 'Small Cap (potencial alto)'];baixa;True;257600
CSED3;4,6;2,91;10,58;7,98;63,6;0,025;82,7;0,85;4,31;35,7;52,9;5.6;1,04;-;19.3%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Small Cap (potencial alto)'];baixa;True;222900
TGMA3;35,39;0,54;3,87;20,72;75,7;0,132;83,8;1,13;2,67;35,8;11,7;9.1;2,33;-;25.6%;30;NEUTRO;-10;EVITAR;['Small Cap (potencial alto)'];baixa;True;222400
ONCO3;1,92;9,71;52,38;225,42;81,0;0,136;109,5;2,01;11,65;262,3;103,5;-;98,57;-;-273.5%;25;NEUTRO;10;EVITAR;['Volatilidade alta (ATR 11.7%)', 'Volume alto (2.0x)'];alta;False;57429200
BBAS3;19,52;-0,26;7,96;-6,06;51,4;0,058;51,4;1,25;2,9;9,7;41,1;9.3;0,63;-;10.5%;25;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;26323500
HAPV3;6,38;-0,62;-2,74;-39,53;28,8;-0,204;24,6;0,79;9,43;6,2;568,7;-;0,06;-;-0.4%;25;NEUTRO;45;OBSERVAR;['RSI sobrevendido (29)', 'Volatilidade alta (ATR 9.4%)'];alta;False;7185000
GMAT3;4,6;-0,86;17,05;18,25;72,8;0,09;108,5;1,35;3,78;34,1;57,4;6.6;1,01;-;14.3%;25;NEUTRO;-5;EVITAR;['Volatilidade alta (ATR 3.8%)'];alta;False;6657100
PRIO3;60,76;-0,2;-1,25;4,02;53,7;0,062;60,3;0,88;2,92;77,8;20,1;12.8;1,73;-;14.2%;25;NEUTRO;0;EVITAR;[];alta;False;6383900
SMFT3;17,3;-0,86;3,28;-11,6;38,8;0,022;35,4;0,55;3,7;5,2;52,6;15.5;1,73;-;11.7%;25;NEUTRO;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.7%)'];alta;False;5848100
BBDC3;14,92;0,95;5,52;-6,72;48,4;0,018;49,3;1,06;2,42;17,6;21,9;6.8;0,87;-;13.8%;25;NEUTRO;20;NEUTRO;['MACD cruzou para positivo'];alta;False;5494300
RENT3;35,4;-0,7;8,89;-5,45;47,8;0,21;48,9;1,39;3,82;11,5;48,8;11.1;1,43;-;13.0%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.8%)'];alta;False;5314800
GFSA3;0,21;0,0;0,0;-30,0;24,5;0,023;29,6;0,84;16,87;5,0;6447,6;-;0,0;-;-34.7%;25;NEUTRO;45;OBSERVAR;['RSI sobrevendido (24)', 'Volatilidade alta (ATR 16.9%)'];alta;False;3947600
MOVI3;7,19;-3,1;6,99;-8,39;45,0;0,093;48,1;1,03;5,12;12,9;108,2;6.0;0,74;-;13.2%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 5.1%)'];alta;False;3443500
BRAV3;17,72;-2,64;-4,73;-14,89;33,7;-0,076;8,2;0,72;3,58;34,1;25,0;175.0;0,66;-;0.4%;25;NEUTRO;65;FORTE OPORTUNIDADE;['RSI sobrevendido (34)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 3.6%)'];alta;False;3363800
VIVT3;29,95;0,2;0,91;-7,62;38,3;0,096;41,3;0,63;2,4;3,7;37,1;14.3;1,37;-;9.9%;25;NEUTRO;0;EVITAR;[];alta;False;3020600
CBAV3;11,2;0,18;0,36;2,0;69,8;-0,004;94,8;2,49;0,53;250,4;0,0;12.2;1,44;-;14.6%;25;NEUTRO;15;EVITAR;['Volume alto (2.5x)'];alta;False;2819500
VIVA3;22,7;2,85;9,29;1,57;61,5;0,166;89,6;0,69;3,27;13,3;58,1;9.1;1,75;-;19.7%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;2650300
SANB11;29,73;0,13;3,59;16,0;61,7;-0,049;64,8;0,37;2,33;19,2;22,6;14.4;0,87;-;11.2%;25;NEUTRO;0;EVITAR;[];alta;False;2295700
DXCO3;5,13;-0,39;3,01;1,99;54,3;-0,001;60,7;2,19;3,29;15,8;21,2;-;0,69;-;0.7%;25;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 3.3%)', 'Volume alto (2.2x)'];alta;False;2127300
AZEV3;14,42;13,19;144,41;366,67;89,2;0,989;119,9;2,14;9,07;1072,4;0,3;-;2,21;-;-111.2%;25;NEUTRO;10;EVITAR;['Volatilidade alta (ATR 9.1%)', 'Volume alto (2.1x)'];alta;False;1880700
VULC3;13,37;-1,76;-1,69;-5,04;38,5;-0,007;7,6;1,28;2,61;1,6;51,3;4.4;1,69;-;37.1%;25;NEUTRO;20;NEUTRO;['Preço tocando banda inferior Bollinger'];alta;False;1755700
OBTC3;7,1;-4,95;3,65;16,78;60,6;0,095;79,2;1,66;4,24;24,3;60,3;-;1,29;-;-;25;NEUTRO;40;OBSERVAR;['Volatilidade alta (ATR 4.2%)', 'Volume alto (1.7x)', 'Small Cap (potencial alto)'];baixa;True;580500
RCSL3;0,4;0,0;-2,44;-13,04;41,2;-0,005;29,9;1,03;9,24;14,3;192,5;6.5;-3,61;-;-;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 9.2%)', 'Small Cap (potencial alto)'];baixa;True;401900
RANI3;7,7;-1,03;-0,39;-2,86;42,2;-0,025;24,3;0,95;2,3;6,5;26,0;13.6;1,21;-;9.2%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;363900
MELK3;2,86;-2,72;3,62;0,35;49,6;0,024;66,1;1,44;2,89;6,7;40,1;5.1;0,55;-;13.5%;25;NEUTRO;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;221500
ABEV3;15,24;-0,46;3,11;-4,15;47,2;0,049;48,7;0,43;2,06;38,1;11,5;14.7;2,65;-;18.4%;20;NEUTRO;0;EVITAR;[];alta;False;23629700
WEGE3;50,42;1,69;3,94;10,47;69,9;0,14;110,4;1,03;2,29;48,2;7,7;33.7;12,11;-;30.8%;20;NEUTRO;0;EVITAR;[];alta;False;8768100
POMO4;4,41;0,68;8,63;-14,48;43,3;0,06;50,3;1,37;3,59;12,1;75,1;4.7;1,32;-;28.3%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;8754400
AXIA3;53,41;-0,45;5,14;4,46;59,0;0,346;75,1;0,78;3,03;29,4;27,0;10.1;1,23;-;10.0%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;8493900
TOTS3;32,6;-0,46;1,72;10,73;60,3;0,141;80,4;0,78;3,45;21,8;46,3;22.8;3,64;-;17.0%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;6894700
SEER3;11,81;-1,83;10,27;0,17;53,9;0,058;60,0;2,96;4,99;46,6;19,6;5.6;1,0;-;19.1%;20;NEUTRO;30;NEUTRO;['Volatilidade alta (ATR 5.0%)', 'Volume alto (3.0x)'];alta;False;4032100
EZTC3;11,55;-1,79;9,27;5,18;55,0;0,183;89,7;1,25;3,76;14,6;42,4;7.2;0,62;-;10.6%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.8%)'];alta;False;3093300
GRND3;3,48;-0,29;0,69;-3,95;43,2;0,013;43,0;0,53;2,6;4,2;40,3;5.5;1,0;-;17.9%;20;NEUTRO;0;EVITAR;[];alta;False;2156800
EGIE3;28,84;-0,03;6,23;0,43;50,4;0,205;62,8;0,36;2,52;8,7;32,0;8.4;2,2;-;28.6%;20;NEUTRO;0;EVITAR;[];alta;False;1745700
POMO3;4,11;1,23;8,76;-14,31;42,8;0,056;50,2;1,31;3,58;10,7;58,9;4.3;1,21;-;28.3%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;1354500
HBRE3;2,59;6,58;19,91;27,59;71,6;0,046;130,7;1,91;4,22;32,1;89,6;7.9;0,16;-;4.0%;20;NEUTRO;10;EVITAR;['Volatilidade alta (ATR 4.2%)', 'Volume alto (1.9x)'];alta;False;1301300
PLPL3;7,12;-4,43;3,34;-1,39;49,2;0,096;64,4;1,14;5,28;10,9;144,1;4.8;1,44;-;31.8%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 5.3%)'];alta;False;1161300
AXIA7;53,0;-0,47;4,81;4,56;58,8;0,281;76,6;0,6;3,06;12,3;23,1;-;1,22;-;10.0%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.1%)'];alta;False;1153900
LAVV3;10,25;-1,06;7,56;2,71;54,5;0,127;74,4;0,6;4,15;12,6;85,2;5.5;1,36;-;24.0%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.1%)', 'Small Cap (potencial alto)'];baixa;True;712500
RIAA3;6,91;-1,99;4,86;-9,55;39,1;0,025;34,4;0,77;4,38;13,4;56,8;2.3;0,64;-;28.0%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.4%)', 'Small Cap (potencial alto)'];baixa;True;638900
PNVL3;12,09;-0,74;7,18;4,49;60,1;0,039;71,9;0,78;3,65;38,1;34,8;13.2;1,31;-;10.8%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.7%)', 'Small Cap (potencial alto)'];baixa;True;493700
OPCT3;10,34;1,67;8,16;0,39;52,3;0,023;56,9;0,52;3,64;64,1;10,8;12.6;2,05;-;17.2%;20;NEUTRO;45;OBSERVAR;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.6%)', 'Small Cap (potencial alto)'];baixa;True;431500
LPSB3;1,29;1,57;3,2;-12,24;38,6;-0,003;27,4;0,81;4,56;18,8;59,3;6.0;0,72;-;17.3%;20;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.6%)', 'Small Cap (potencial alto)'];baixa;True;369300
COGN3;2,23;2,76;8,25;1,83;54,8;0,014;68,5;1,0;4,47;12,1;112,0;6.2;0,32;-;4.9%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.5%)'];alta;False;22536200
ASAI3;8,37;-6,58;3,59;0,84;51,1;0,058;56,0;2,42;4,51;21,1;26,9;22.2;1,73;-;16.2%;15;EVITAR;30;NEUTRO;['Volatilidade alta (ATR 4.5%)', 'Volume alto (2.4x)'];alta;False;15855900
VAMO3;3,05;1,33;12,55;-7,85;54,6;0,013;58,3;0,9;4,88;24,0;62,0;10.8;1,24;-;10.7%;15;EVITAR;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 4.9%)'];alta;False;13034000
RADL3;19,31;-1,43;8,97;8,73;57,4;0,083;67,2;0,86;3,72;20,4;40,5;22.8;4,65;-;20.0%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.7%)'];alta;False;9509200
RAIZ4;0,23;-4,17;4,55;-11,54;32,2;0,003;23,0;0,39;8,5;9,5;517,4;-;-0,21;-;-839.8%;15;EVITAR;45;OBSERVAR;['RSI sobrevendido (32)', 'Volatilidade alta (ATR 8.5%)'];alta;False;9354100
RDOR3;35,3;-2,13;4,9;4,28;56,6;0,253;88,4;0,67;3,02;9,7;27,3;16.1;3,93;-;19.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.0%)'];alta;False;6368900
PCAR3;2,99;-0,99;11,15;6,41;63,5;0,009;92,6;0,78;5,69;113,6;53,8;-;3,35;-;-129.4%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.7%)'];alta;False;5895300
KLBN11;18,71;-0,16;5,35;3,83;67,1;0,091;87,0;0,9;2,09;16,7;13,6;28.4;2,44;-;3.7%;15;EVITAR;0;EVITAR;[];alta;False;3853700
SLCE3;16,29;2,39;13,68;24,45;80,9;0,326;103,1;0,82;2,7;29,5;19,6;25.8;1,46;-;7.0%;15;EVITAR;-20;EVITAR;[];alta;False;3236000
FLRY3;18,66;0,11;2,08;13,32;70,1;-0,006;76,2;0,71;2,5;44,6;3,5;16.2;2,04;-;12.6%;15;EVITAR;-20;EVITAR;[];alta;False;3185900
CURY3;31,99;-1,81;1,72;13,08;54,6;0,142;81,9;0,77;4,1;21,1;25,8;9.0;6,11;-;68.5%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;3114400
EMBJ3;97,23;0,92;-3,82;12,94;60,5;-0,387;62,9;0,71;2,88;43,3;8,1;30.7;3,88;-;12.2%;15;EVITAR;0;EVITAR;[];alta;False;2904400
CASH3;5,73;2,69;13,92;32,64;67,6;0,043;89,7;0,96;4,9;78,5;0,7;-;1,56;-;-20.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.9%)'];alta;False;2570600
PGMN3;3,45;-1,71;4,55;10,22;52,2;0,032;74,8;0,61;4,31;11,7;120,9;6.9;0,72;-;10.6%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.3%)'];alta;False;2411500
GGPS3;12,5;-0,32;9,17;8,6;63,8;0,164;102,2;1,09;3,32;15,1;57,2;9.9;2,08;-;22.3%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.3%)'];alta;False;2123100
ENGI11;47,57;0,7;7,41;-0,75;56,2;0,275;63,7;1,58;2,99;14,2;23,2;34.4;0,93;-;9.4%;15;EVITAR;15;EVITAR;['Volume alto (1.6x)'];alta;False;2082300
MLAS3;1,88;1,62;10,59;8,05;58,3;0,012;83,3;0,68;5,49;134,9;3,7;4.9;0,46;-;9.8%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.5%)'];alta;False;1906500
SMTO3;18,63;0,92;12,16;30,55;71,4;0,465;92,2;0,99;4,42;46,3;14,9;7.7;0,83;-;11.3%;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;1355700
AZZA3;14,89;1,71;-3,19;-7,8;38,1;-0,025;23,6;0,96;4,93;3,4;119,3;3.0;0,37;-;4.0%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 4.9%)'];alta;False;1249900
MDIA3;17,35;0,23;1,52;2,12;51,5;0,059;68,4;0,96;2,44;3,8;66,4;8.9;0,7;-;7.8%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;980200
KEPL3;6,52;1,87;14,59;1,09;63,4;0,082;89,6;1,03;2,95;17,1;61,0;8.1;1,43;-;18.3%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;851800
SAPR4;6,53;-1,36;4,65;-6,18;44,4;0,032;45,6;0,72;2,8;5,8;41,3;23.5;0,16;-;3.8%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;839600
EVEN3;4,51;-0,22;6,62;-5,25;46,3;0,047;53,8;0,57;4,39;9,7;89,2;3.6;0,45;-;11.1%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 4.4%)', 'Small Cap (potencial alto)'];baixa;True;755700
ALUP11;32,8;0,43;4,46;2,32;58,0;0,18;85,9;1,24;2,19;15,6;11,7;7.8;1,11;-;15.8%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;719100
POSI3;3,39;-1,17;2,11;-4,51;43,0;0,018;40,9;1,18;4,23;6,6;41,6;37.1;0,3;-;0.8%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 4.2%)', 'Small Cap (potencial alto)'];baixa;True;644200
VTRU3;13,57;-1,81;4,3;10,33;58,0;0,113;91,3;0,73;4,35;36,9;27,8;1.9;0,49;19.0%;32.4%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 4.3%)', 'Small Cap (potencial alto)'];baixa;True;443700
MYPK3;9,1;-1,19;1,11;-4,61;46,7;-0,004;36,8;0,62;2,75;5,9;52,9;14.9;0,33;-;4.9%;15;EVITAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;422300
TOKY3;7,8;18,18;30,0;2500,0;66,4;0,58;97,5;0,19;17,78;3150,0;5,1;-;0,22;-;-121.6%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 17.8%)', 'Small Cap (potencial alto)'];baixa;True;411900
ABCB4;23,04;-0,04;3,78;-2,83;48,3;0,025;46,8;1,18;1,91;20,7;18,6;4.1;0,82;-;14.9%;15;EVITAR;30;NEUTRO;['MACD cruzou para positivo', 'Small Cap (potencial alto)'];baixa;True;385000
BMOB3;24,17;1,64;7,42;6,3;59,3;0,133;102,0;1,01;3,06;35,8;16,6;12.9;2,16;-;16.4%;15;EVITAR;25;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Small Cap (potencial alto)'];baixa;True;366100
