ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
CURY3;29,05;-4,66;-10,28;-7,63;37,0;-0,386;-3,7;1,5;4,62;10,0;38,5;8.0;5,41;-;68.5%;70;FORTE OPORTUNIDADE;50;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.6%)', 'Volume alto (1.5x)'];alta;False;4920900;False
OPCT3;9,27;-11,29;-16,86;-3,03;33,2;-0,097;-2,2;1,62;5,51;27,8;26,3;11.0;1,79;-;17.2%;70;FORTE OPORTUNIDADE;80;FORTE OPORTUNIDADE;['RSI sobrevendido (33)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.5%)', 'Volume alto (1.6x)'];alta;False;1744000;False
ALLD3;5,0;-2,53;-1,96;-1,77;47,3;-0,028;6,3;0,67;2,75;13,1;64,7;1.4;0,3;-;23.6%;65;FORTE OPORTUNIDADE;30;NEUTRO;['Preço tocando banda inferior Bollinger', 'Small Cap (potencial alto)'];baixa;True;322600;False
DIRR3;9,98;-0,99;-8,78;-5,04;33,0;-0,088;5,7;1,27;4,36;3,2;72,9;6.1;2,23;-;41.9%;55;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (33)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.4%)'];alta;False;13064300;False
CMIN3;5,54;-8,88;-20,74;-6,26;38,3;-0,106;8,3;0,94;6,02;35,8;27,6;17.3;4,08;-;28.1%;55;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 6.0%)'];alta;False;7100400;False
SYNE3;3,52;-3,83;-6,63;-3,03;39,2;-0,009;11,3;1,55;3,98;6,0;48,1;9.8;0,78;-;4.4%;50;OBSERVAR;60;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.0%)', 'Volume alto (1.6x)', 'Small Cap (potencial alto)', '⚠️ Baixa liquidez — não elegível a oportunidade forte'];baixa;True;703400;False
JALL3;2,25;-2,17;-14,45;1,35;42,0;-0,054;-2,1;0,41;5,55;19,7;68,7;-;0,35;-;-2.6%;50;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.5%)', 'Small Cap (potencial alto)'];baixa;True;473100;False
COGN3;2,27;-3,4;-4,62;10,19;48,0;-0,005;44,1;0,76;4,67;14,1;108,2;6.3;0,33;-;4.9%;45;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 4.7%)'];alta;False;22160200;False
AXIA3;53,72;-2,73;-3,55;5,75;49,5;-0,068;42,8;1,23;2,79;14,2;26,3;10.3;1,26;-;10.0%;45;OBSERVAR;0;EVITAR;[];alta;False;14027300;False
SANB11;29,47;-1,04;-1,5;2,68;48,8;-0,129;26,3;0,75;2,27;18,2;23,7;14.4;0,87;-;11.2%;45;OBSERVAR;0;EVITAR;[];alta;False;2582900;False
