ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
CXSE3;18,42;-0,16;-5,3;-15,39;29,5;-0,291;10,7;1,91;2,84;48,5;20,2;12.9;4,01;-;33.3%;70;FORTE OPORTUNIDADE;alta;False;13617700
PSSA3;48,41;0,04;-9,48;-12,33;29,0;-0,822;-6,2;0,51;2,71;12,8;14,7;8.5;1,97;-;24.2%;70;FORTE OPORTUNIDADE;baixa;True;703000
DIRR3;10,52;-4,45;-10,92;-16,97;30,0;-0,032;-18,1;1,71;4,54;3,3;64,0;6.5;2,57;-;42.9%;65;FORTE OPORTUNIDADE;alta;False;12485300
PASS3;21,7;-0,14;-10,4;-13,58;26,4;-0,33;-6,4;2,34;3,57;1,3;30,6;12.5;2,71;-;18.8%;65;FORTE OPORTUNIDADE;alta;False;2146200
UGPA3;30,59;-1,29;-5,62;-1,64;46,0;-0,44;-2,6;0,2;2,88;98,1;9,2;10.7;1,98;-;19.2%;65;FORTE OPORTUNIDADE;alta;False;1598200
VBBR3;33,07;-0,48;-5,76;-2,01;44,6;-0,433;1,3;0,98;2,9;84,2;10,8;13.0;1,81;-;14.0%;60;FORTE OPORTUNIDADE;alta;False;7872500
ITUB3;41,53;-0,88;-8,14;-8,67;31,5;-0,486;-18,8;0,37;2,46;44,9;13,9;9.9;2,1;-;21.5%;60;FORTE OPORTUNIDADE;baixa;True;712400
CMIG4;10,37;-0,29;-7,82;-7,0;31,8;-0,101;-13,6;0,38;2,2;10,1;28,6;6.1;1,03;-;17.0%;55;OBSERVAR;alta;False;3838600
GRND3;3,48;1,46;-3,06;-10,08;32,3;-0,023;10,9;0,57;2,76;2,4;42,9;5.4;1,0;-;17.9%;55;OBSERVAR;alta;False;1563700
SHUL4;4,28;1,18;-5,31;-4,89;34,4;-0,022;0,1;1,71;2,45;8,0;30,0;5.6;1,0;-;18.2%;55;OBSERVAR;baixa;True;864000
EGIE3;28,72;-1,27;-3,72;-6,21;31,8;0,005;-12,3;0,16;2,65;7,3;35,2;8.3;2,19;-;28.6%;55;OBSERVAR;baixa;True;781800
TTEN3;10,87;-0,09;-7,88;-28,25;21,5;-0,201;19,1;0,24;4,53;1,1;64,7;7.8;1,14;-;15.7%;55;OBSERVAR;baixa;True;517000
MLAS3;1,54;-1,28;-12,99;-9,94;32,1;-0,028;-16,0;0,44;4,99;92,4;20,8;7.0;0,4;-;6.0%;55;OBSERVAR;baixa;True;488600
KEPL3;5,86;-0,51;-6,98;-9,43;24,4;-0,047;-8,5;0,36;2,66;1,0;79,2;6.9;1,28;-;19.6%;55;OBSERVAR;baixa;True;272100
VAMO3;2,8;0,0;-15,66;-10,26;34,9;-0,063;-4,2;1,32;4,98;4,5;76,4;10.0;1,15;-;12.1%;50;OBSERVAR;alta;False;14346700
RADL3;17,95;-1,81;-12,65;-3,86;44,2;-0,062;26,3;1,33;3,78;11,9;51,1;21.4;4,28;-;20.0%;50;OBSERVAR;alta;False;12860900
LREN3;11,98;-0,42;-12,36;-15,04;28,8;-0,157;-3,8;0,27;4,39;4,8;37,8;8.0;1,13;-;14.5%;50;OBSERVAR;alta;False;4578000
RENT3;34,69;-0,06;-11,51;-14,03;31,9;-0,233;-8,4;0,48;3,81;11,4;51,9;11.0;1,44;-;13.0%;50;OBSERVAR;alta;False;3902300
MOVI3;6,83;-0,44;-14,2;-21,58;26,8;-0,06;-4,9;0,73;5,8;12,5;119,2;6.6;0,76;-;13.2%;50;OBSERVAR;alta;False;3537500
BHIA3;0,68;3,03;-17,07;-36,45;26,7;0,001;18,7;0,41;8,96;6,3;705,9;-;0,25;-;-188.5%;50;OBSERVAR;alta;False;3053900
VIVT3;30,07;-0,23;-3,65;-14,86;25,7;-0,382;13,4;0,46;2,77;1,3;37,1;14.6;1,4;-;9.9%;50;OBSERVAR;alta;False;2477400
ARML3;2,79;-12,26;-21,19;-17,21;33,3;-0,044;-18,7;3,24;7,63;5,9;125,8;19.9;0,75;-;5.6%;50;OBSERVAR;alta;False;2469800
ECOR3;6,13;2,0;-15,33;-19,02;33,2;-0,098;-3,6;0,34;4,79;3,4;94,7;7.8;1,04;-;12.3%;50;OBSERVAR;alta;False;1681700
BBSE3;37,44;0,48;-5,58;-3,35;41,7;-0,359;-0,7;0,22;2,06;34,0;8,9;7.9;6,67;-;85.9%;50;OBSERVAR;alta;False;1262300
EZTC3;10,45;1,36;-7,03;-14,76;32,5;-0,052;5,3;0,62;3,95;6,9;58,8;6.3;0,55;-;10.6%;50;OBSERVAR;alta;False;1082000
SBFG3;8,54;-2,06;-8,76;-14,86;28,9;-0,064;-14,5;0,56;4,2;0,1;79,0;5.9;0,58;-;13.7%;50;OBSERVAR;alta;False;1042500
GFSA3;0,22;0,0;-12,0;-55,1;16,1;0,02;19,9;0,14;22,94;4,8;7190,9;-;0,0;-;-34.7%;50;OBSERVAR;baixa;True;860100
SAPR4;6,31;0,96;-8,15;-13,09;24,8;-0,074;-9,5;0,68;2,69;3,3;46,3;8.3;0,15;-;9.9%;50;OBSERVAR;baixa;True;778400
FESA4;5,11;0,39;-14,26;-13,83;23,0;-0,091;-15,4;0,72;3,6;2,2;74,2;11.4;0,53;-;4.4%;50;OBSERVAR;baixa;True;549700
ALUP11;31,0;0,55;-5,34;-8,15;33,8;-0,243;-1,8;0,77;2,15;11,1;18,9;7.4;1,12;-;12.7%;50;OBSERVAR;baixa;True;494000
SEER3;11,0;-1,96;-9,76;-9,47;35,0;-0,103;-9,0;0,74;4,21;41,3;28,5;1.5;0,99;-;18.5%;50;OBSERVAR;baixa;True;418100
ITUB4;38,57;-1,1;-8,99;-10,56;29,8;-0,489;-17,5;1,05;2,58;19,7;26,3;9.5;1,95;-;21.5%;45;OBSERVAR;alta;False;21056200
B3SA3;14,15;-0,98;-9,0;-9,82;34,9;-0,17;-11,3;0,59;3,21;23,0;41,6;14.2;3,88;-;26.7%;45;OBSERVAR;alta;False;19128600
ITSA4;12,47;-1,27;-9,18;-10,48;30,4;-0,155;-19,7;0,5;2,44;33,1;20,7;7.7;1,55;-;18.9%;45;OBSERVAR;alta;False;8617100
ABEV3;14,91;-0,67;-5,87;-4,24;30,1;-0,093;-12,4;0,3;2,2;35,1;14,0;14.5;2,61;-;18.4%;45;OBSERVAR;alta;False;8469100
SBSP3;25,94;-0,19;-6,39;-13,48;32,6;-0,219;4,0;0,33;3,03;19,6;36,2;10.2;2,08;-;21.2%;45;OBSERVAR;alta;False;4290900
POMO4;4,24;-1,85;-9,01;-21,92;19,2;-0,082;0,9;0,31;4,15;0,0;87,5;4.4;1,3;-;30.9%;45;OBSERVAR;alta;False;3916900
MOTV3;13,95;-0,57;-6,81;-6,75;38,1;-0,087;-5,9;0,62;2,71;10,2;27,2;8.5;1,58;-;22.0%;45;OBSERVAR;alta;False;3776900
CEAB3;8,43;-2,77;-9,74;-18,47;31,3;-0,065;-14,3;0,49;5,25;0,1;114,4;4.5;0,67;-;15.5%;45;OBSERVAR;alta;False;3675600
