ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
VIVA3;22,63;-0,53;-2,75;6,64;53,5;0,057;64,5;0,01;3,47;12,9;58,6;9.1;1,76;-;19.7%;40;OBSERVAR;15;EVITAR;['Volatilidade alta (ATR 3.5%)'];alta;False;1962800;False
ONCO3;1,11;1,83;-18,38;56,34;49,1;-0,041;34,8;0,01;20,35;109,4;252,0;-;74,0;-;-273.5%;35;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 20.4%)', 'Small Cap (potencial alto)'];baixa;True;262900;False
BEEF3;3,95;-0,75;4,22;29,93;58,6;0,006;63,9;0,01;4,43;33,0;85,2;10.1;2,48;-;23.2%;30;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 4.4%)'];alta;False;37354700;False
ASAI3;9,86;0,0;8,23;23,87;71,2;0,154;101,8;0,03;4,1;42,7;7,5;13.7;2,08;-;16.2%;30;NEUTRO;-5;EVITAR;['Volatilidade alta (ATR 4.1%)'];alta;False;15999900;False
CPFE3;45,88;-1,21;-1,82;6,13;55,3;0,286;70,0;0,02;2,67;31,3;15,5;8.8;2,33;-;27.3%;30;NEUTRO;0;EVITAR;[];alta;False;2795700;False
TFCO4;12,99;-0,46;-0,84;-3,85;44,1;0,056;52,5;0,0;3,63;5,5;39,9;13.8;3,22;-;25.7%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.6%)', 'Small Cap (potencial alto)'];baixa;True;707300;False
CVCB3;1,59;-0,62;-11,17;24,22;48,3;-0,024;39,5;0,05;7,35;50,0;75,5;53.0;2,56;-;-33.3%;30;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 7.4%)', 'Small Cap (potencial alto)'];baixa;True;268300;False
GMAT3;4,81;-0,41;0,21;26,91;67,0;0,012;71,8;0,01;3,59;40,2;46,4;6.7;0,99;-;14.3%;25;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;3263900;False
COGN3;2,34;-1,68;-2,5;6,85;55,9;0,016;67,1;0,09;4,25;17,6;102,0;6.5;0,34;-;4.9%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 4.2%)', 'Small Cap (potencial alto)'];baixa;True;523100;False
POMO4;4,51;-1,53;-1,1;8,5;48,6;0,051;66,7;0,07;3,47;14,7;71,2;4.7;1,32;-;28.3%;25;NEUTRO;25;NEUTRO;['Volatilidade alta (ATR 3.5%)', 'Small Cap (potencial alto)'];baixa;True;467600;False
CMIG4;11,45;-0,09;2,42;11,17;64,0;0,128;86,0;0,01;2,31;20,2;16,5;7.1;1,12;-;15.9%;20;NEUTRO;0;EVITAR;[];alta;False;19796500;False
MOTV3;16,54;-0,78;5,01;22,94;78,8;0,235;87,6;0,0;2,57;28,0;2,7;9.8;1,87;-;22.0%;20;NEUTRO;-20;EVITAR;[];alta;False;16901000;False
PETR3;53,76;-1,61;2,24;18,28;68,3;0,469;82,8;0,01;2,62;89,0;2,3;5.3;1,44;-;30.3%;20;NEUTRO;0;EVITAR;[];alta;False;12613400;False
DIRR3;10,87;-0,64;-5,23;2,64;43,3;0,048;46,7;0,03;3,94;6,8;58,8;6.7;2,43;-;41.9%;20;NEUTRO;15;EVITAR;['Volatilidade alta (ATR 3.9%)'];alta;False;11840600;False
MULT3;30,41;0,07;0,2;11,11;68,0;0,342;86,5;0,01;2,5;18,7;16,0;10.9;2,21;-;21.9%;20;NEUTRO;0;EVITAR;[];alta;False;4072300;False
ITUB3;46,5;0,26;1,55;12,39;67,3;0,491;89,3;0,01;2,33;60,1;1,7;11.1;2,35;-;21.5%;20;NEUTRO;0;EVITAR;[];alta;False;1562200;False
PMAM3;0,92;2,22;300,0;557,14;85,9;0,085;119,4;0,3;10,06;922,2;78,5;-;-0,02;-;-;15;EVITAR;-5;EVITAR;['Volatilidade alta (ATR 10.1%)'];alta;False;77555600;False
MRVE3;5,69;-0,52;1,43;18,54;62,1;0,03;75,5;0,02;4,96;35,5;85,1;-;0,7;-;-10.0%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 5.0%)'];alta;False;13289200;False
TIMS3;19,4;-0,72;2,27;8,08;55,0;0,217;90,9;0,02;2,32;8,7;46,1;10.8;1,9;-;17.3%;15;EVITAR;0;EVITAR;[];alta;False;5635100;False
RAPT4;5,16;0,78;0,0;8,86;61,0;0,031;91,8;1,04;3,58;23,4;36,0;-;0,6;-;-1.4%;15;EVITAR;15;EVITAR;['Volatilidade alta (ATR 3.6%)'];alta;False;5466200;False
