ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
SAUD3;14,47;1,69;-3,6;-3,53;45,3;-0,101;12,1;2,73;3,47;40,0;13,9;13.9;6,15;-;10.5%;70;FORTE OPORTUNIDADE;alta;False;10742300
GRND3;3,59;-1,91;-2,71;-2,97;33,4;-0,008;0,0;2,34;2,37;5,3;38,5;5.1;1,02;-;17.9%;65;FORTE OPORTUNIDADE;alta;False;4479800
WIZC3;8,11;-1,1;-0,25;-1,7;46,2;-0,031;12,2;1,64;2,53;18,1;23,5;6.7;1,89;-;28.6%;65;FORTE OPORTUNIDADE;baixa;True;408300
VITT3;2,87;0,0;-7,12;-13,03;31,6;-0,057;0,2;1,65;5,13;4,4;63,2;7.8;0,73;-;9.8%;60;FORTE OPORTUNIDADE;baixa;True;370400
POMO4;4,66;-3,12;-12,24;-16,19;25,6;-0,036;-11,3;2,02;4,06;0,4;70,6;4.7;1,42;-;30.9%;55;OBSERVAR;alta;False;26320300
TIMS3;18,7;-0,69;-4,0;-16,11;23,6;-0,324;7,7;0,97;3,75;0,6;51,6;10.4;1,83;-;17.3%;55;OBSERVAR;alta;False;9327500
POMO3;4,35;-4,19;-12,12;-15,37;26,9;-0,017;-10,4;2,19;4,46;0,2;55,0;4.3;1,33;-;30.9%;55;OBSERVAR;alta;False;4292200
PSSA3;53,48;-1,42;-0,61;1,87;48,4;-0,253;11,2;1,08;2,31;24,6;3,9;9.4;2,2;-;25.2%;55;OBSERVAR;alta;False;1328900
TTEN3;11,8;2,61;-4,07;-19,62;26,7;-0,356;13,3;0,62;4,74;2,6;51,7;8.4;1,24;-;15.7%;55;OBSERVAR;alta;False;1220400
BBDC4;18,05;-0,76;-1,36;2,14;45,8;-0,083;6,7;1,33;2,28;25,9;17,7;8.6;1,06;-;13.4%;50;OBSERVAR;alta;False;37330400
CXSE3;19,45;-1,52;-2,61;-6,21;38,2;-0,317;10,5;0,88;2,78;59,8;13,8;13.3;4,24;-;31.6%;50;OBSERVAR;alta;False;5646900
BBDC3;15,75;-1,08;-1,53;1,72;46,4;-0,071;8,8;0,76;2,32;28,7;15,5;7.5;0,93;-;13.4%;50;OBSERVAR;alta;False;4731800
SAPR4;6,87;-1,15;-1,29;-1,86;37,6;-0,013;-4,8;2,0;2,34;13,5;34,4;9.0;0,16;-;9.9%;50;OBSERVAR;alta;False;1922200
OPCT3;11,22;0,81;8,93;6,05;60,2;0,002;71,4;1,64;3,24;85,6;2,1;18.4;2,23;-;12.5%;45;OBSERVAR;alta;False;1037600
PASS3;24,22;-1,54;0,04;-1,22;42,8;-0,021;2,4;0,78;3,09;1,4;17,1;14.0;3,02;-;18.8%;45;OBSERVAR;baixa;True;565400
FIQE3;5,29;-0,19;-1,31;-9,99;33,8;-0,007;10,8;0,61;2,93;88,2;44,7;8.5;1,76;-;18.8%;45;OBSERVAR;baixa;True;533000
ITUB4;42,38;0,67;1,38;1,21;50,4;-0,1;35,5;1,65;2,15;35,9;14,9;10.1;2,23;-;21.5%;40;OBSERVAR;alta;False;30166400
